Duration: 799 s 

Number of collocations: 2297

(('feeding_place', 'feeding_place'), 1)
(('scooter_rental', 'community_centre'), 0.014925373134328358)
(('police', 'community_centre'), 0.014925373134328358)
(('driving_school', 'community_centre'), 0.014925373134328358)
(('community_centre', 'security_booth'), 0.014925373134328358)
(('community_centre', 'nightclub'), 0.014925373134328358)
(('community_centre', 'language_school'), 0.014925373134328358)
(('community_centre', 'nursing_home'), 0.014925373134328358)
(('community_centre', 'food_court'), 0.014925373134328358)
(('community_centre', 'ice_cream'), 0.014925373134328358)
(('fast_food', 'kindergarten'), 0.014861995753715499)
(('atm', 'college'), 0.014858841010401188)
(('hookah_lounge', 'atm'), 0.014858841010401188)
(('fountain', 'community_centre'), 0.01485148514851485)
(('recycling', 'fountain'), 0.01485148514851485)
(('hookah_lounge', 'fountain'), 0.01485148514851485)
(('waste_basket', 'feeding_place'), 0.01483924154987634)
(('arts_centre', 'pharmacy'), 0.014806378132118452)
(('taxi', 'pharmacy'), 0.014806378132118452)
(('bank', 'fuel'), 0.014792899408284023)
(('bank', 'recycling'), 0.014792899408284023)
(('language_school', 'cafe'), 0.014778325123152709)
(('cafe', 'marketplace'), 0.014778325123152709)
(('post_office', 'school'), 0.014767932489451477)
(('school', 'bicycle_rental'), 0.014767932489451477)
(('library', 'school'), 0.014767932489451477)
(('school', 'fountain'), 0.014767932489451477)
(('hospital', 'dentist'), 0.014705882352941176)
(('dentist', 'fuel'), 0.014705882352941176)
(('recycling', 'waste_disposal'), 0.014245014245014245)
(('waste_disposal', 'veterinary'), 0.014245014245014245)
(('waste_disposal', 'social_facility'), 0.014245014245014245)
(('childcare', 'doctors'), 0.014184397163120567)
(('doctors', 'driving_school'), 0.014184397163120567)
(('doctors', 'charging_station'), 0.014184397163120567)
(('public_service', 'doctors'), 0.014184397163120567)
(('doctors', 'nightclub'), 0.014184397163120567)
(('clock', 'doctors'), 0.014184397163120567)
(('post_box', 'parking'), 0.014156508061344868)
(('college', 'waste_basket'), 0.014014839241549877)
(('social_facility', 'clinic'), 0.013972055888223553)
(('nightclub', 'clinic'), 0.013972055888223553)
(('post_box', 'kindergarten'), 0.013916500994035786)
(('bicycle_rental', 'kindergarten'), 0.013916500994035786)
(('bureau_de_change', 'kindergarten'), 0.013916500994035786)
(('nightclub', 'vending_machine'), 0.013903743315508022)
(('clock', 'vending_machine'), 0.013903743315508022)
(('library', 'parking_entrance'), 0.013812154696132596)
(('bank', 'ice_cream'), 0.013806706114398421)
(('stripclub', 'bank'), 0.013806706114398421)
(('bank', 'language_school'), 0.013806706114398421)
(('fuel', 'embassy'), 0.013793103448275862)
(('post_box', 'embassy'), 0.013793103448275862)
(('nightclub', 'embassy'), 0.013793103448275862)
(('embassy', 'doctors'), 0.013793103448275862)
(('embassy', 'car_rental'), 0.013793103448275862)
(('payment_terminal', 'embassy'), 0.013793103448275862)
(('embassy', 'studio'), 0.013793103448275862)
(('fuel', 'shelter'), 0.013793103448275862)
(('driving_school', 'embassy'), 0.013793103448275862)
(('fuel', 'cinema'), 0.013793103448275862)
(('fuel', 'arts_centre'), 0.013793103448275862)
(('embassy', 'hospital'), 0.013793103448275862)
(('car_wash', 'place_of_worship'), 0.0136986301369863)
(('charging_station', 'place_of_worship'), 0.0136986301369863)
(('stripclub', 'place_of_worship'), 0.0136986301369863)
(('food_court', 'place_of_worship'), 0.0136986301369863)
(('place_of_worship', 'parking_space'), 0.0136986301369863)
(('public_service', 'pharmacy'), 0.01366742596810934)
(('car_wash', 'cinema'), 0.013452914798206279)
(('atm', 'device_charging_station'), 0.01337295690936107)
(('bicycle_rental', 'shelter'), 0.013333333333333334)
(('language_school', 'bicycle_rental'), 0.013333333333333334)
(('hookah_lounge', 'bicycle_rental'), 0.013333333333333334)
(('charging_station', 'bicycle_rental'), 0.013333333333333334)
(('bicycle_rental', 'college'), 0.013333333333333334)
(('language_school', 'waste_disposal'), 0.013295346628679962)
(('cafe', 'taxi'), 0.013136288998357963)
(('bar', 'recycling'), 0.013114754098360656)
(('bar', 'love_hotel'), 0.013114754098360656)
(('internet_cafe', 'bar'), 0.013114754098360656)
(('bar', 'kick-scooter_rental'), 0.013114754098360656)
(('restaurant', 'childcare'), 0.012962962962962963)
(('post_office', 'shelter'), 0.012903225806451613)
(('post_office', 'courthouse'), 0.012903225806451613)
(('post_office', 'language_school'), 0.012903225806451613)
(('arts_centre', 'post_office'), 0.012903225806451613)
(('post_office', 'charging_station'), 0.012903225806451613)
(('music_school', 'post_office'), 0.012903225806451613)
(('veterinary', 'post_office'), 0.012903225806451613)
(('public_service', 'post_office'), 0.012903225806451613)
(('post_office', 'fuel'), 0.012903225806451613)
(('post_office', 'nightclub'), 0.012903225806451613)
(('device_charging_station', 'post_office'), 0.012903225806451613)
(('vending_machine', 'arts_centre'), 0.012834224598930482)
(('toilets', 'nightclub'), 0.01282051282051282)
(('fast_food', 'arts_centre'), 0.012738853503184714)
(('courthouse', 'school'), 0.012658227848101266)
(('device_charging_station', 'cafe'), 0.012588943623426382)
(('clock', 'restaurant'), 0.012345679012345678)
(('restaurant', 'courthouse'), 0.012345679012345678)
(('post_office', 'university'), 0.012295081967213115)
(('police', 'university'), 0.012295081967213115)
(('university', 'language_school'), 0.012295081967213115)
(('university', 'doctors'), 0.012295081967213115)
(('post_box', 'university'), 0.012295081967213115)
(('clock', 'university'), 0.012295081967213115)
(('university', 'music_school'), 0.012295081967213115)
(('parking', 'marketplace'), 0.01219032638615808)
(('pub', 'veterinary'), 0.012145748987854251)
(('driving_school', 'pub'), 0.012145748987854251)
(('pub', 'studio'), 0.012145748987854251)
(('pub', 'marketplace'), 0.012145748987854251)
(('pub', 'college'), 0.012145748987854251)
(('pub', 'kick-scooter_rental'), 0.012145748987854251)
(('language_school', 'theatre'), 0.012048192771084338)
(('courthouse', 'theatre'), 0.012048192771084338)
(('clock', 'theatre'), 0.012048192771084338)
(('theatre', 'fire_station'), 0.012048192771084338)
(('ice_cream', 'theatre'), 0.012048192771084338)
(('theatre', 'cinema'), 0.012048192771084338)
(('charging_station', 'theatre'), 0.012048192771084338)
(('cafe', 'childcare'), 0.0120415982484948)
(('taxi', 'bicycle_parking'), 0.011976047904191617)
(('clinic', 'veterinary'), 0.011976047904191617)
(('clinic', 'language_school'), 0.011976047904191617)
(('kindergarten', 'doctors'), 0.011928429423459244)
(('recycling', 'kindergarten'), 0.011928429423459244)
(('community_centre', 'kindergarten'), 0.011928429423459244)
(('telephone', 'kindergarten'), 0.011928429423459244)
(('college', 'kindergarten'), 0.011928429423459244)
(('atm', 'hospital'), 0.01188707280832095)
(('atm', 'ticket_validator'), 0.01188707280832095)
(('bench', 'language_school'), 0.011862776530939404)
(('bench', 'hospital'), 0.011862776530939404)
(('bench', 'device_charging_station'), 0.011862776530939404)
(('bank', 'taxi'), 0.011834319526627219)
(('dentist', 'cinema'), 0.011764705882352941)
(('charging_station', 'dentist'), 0.011764705882352941)
(('dentist', 'courthouse'), 0.011764705882352941)
(('shelter', 'restaurant'), 0.011728395061728396)
(('fuel', 'restaurant'), 0.011728395061728396)
(('studio', 'fast_food'), 0.01167728237791932)
(('fast_food', 'language_school'), 0.01167728237791932)
(('community_centre', 'waste_basket'), 0.011541632316570486)
(('waste_basket', 'recycling'), 0.011541632316570486)
(('college', 'cafe'), 0.011494252873563218)
(('veterinary', 'parking'), 0.011403853716083366)
(('courthouse', 'parking'), 0.011403853716083366)
(('community_centre', 'bench'), 0.01122154536710484)
(('shelter', 'parking_entrance'), 0.011049723756906077)
(('parking_entrance', 'security_booth'), 0.011049723756906077)
(('parking_entrance', 'language_school'), 0.011049723756906077)
(('parking_entrance', 'community_centre'), 0.011049723756906077)
(('parking_entrance', 'parking_space'), 0.011049723756906077)
(('social_facility', 'place_of_worship'), 0.010958904109589041)
(('fire_station', 'place_of_worship'), 0.010958904109589041)
(('ice_cream', 'place_of_worship'), 0.010958904109589041)
(('courthouse', 'cafe'), 0.010946907498631636)
(('public_service', 'bank'), 0.010848126232741617)
(('bank', 'arts_centre'), 0.010848126232741617)
(('social_facility', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'arts_centre'), 0.010752688172043012)
(('money_transfer', 'bureau_de_change'), 0.010752688172043012)
(('driving_school', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'drinking_water'), 0.010752688172043012)
(('bureau_de_change', 'ice_cream'), 0.010752688172043012)
(('internet_cafe', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'kick-scooter_rental'), 0.010752688172043012)
(('music_school', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'monastery'), 0.010752688172043012)
(('love_hotel', 'bureau_de_change'), 0.010752688172043012)
(('public_service', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'marketplace'), 0.010752688172043012)
(('vending_machine', 'college'), 0.0106951871657754)
(('vending_machine', 'veterinary'), 0.0106951871657754)
(('vending_machine', 'fire_station'), 0.0106951871657754)
(('charging_station', 'vending_machine'), 0.0106951871657754)
(('arts_centre', 'post_box'), 0.010638297872340425)
(('post_box', 'charging_station'), 0.010638297872340425)
(('ticket_validator', 'post_box'), 0.010638297872340425)
(('food_court', 'post_box'), 0.010638297872340425)
(('kick-scooter_rental', 'post_box'), 0.010638297872340425)
(('post_box', 'payment_terminal'), 0.010638297872340425)
(('post_box', 'coworking_space'), 0.010638297872340425)
(('device_charging_station', 'post_box'), 0.010638297872340425)
(('post_box', 'public_service'), 0.010638297872340425)
(('post_box', 'music_school'), 0.010638297872340425)
(('post_box', 'dormitory'), 0.010638297872340425)
(('post_box', 'community_centre'), 0.010638297872340425)
(('post_box', 'taxi'), 0.010638297872340425)
(('hospital', 'school'), 0.010548523206751054)
(('shelter', 'school'), 0.010548523206751054)
(('ice_cream', 'restaurant'), 0.010493827160493827)
(('ice_cream', 'bicycle_parking'), 0.010479041916167664)
(('bicycle_parking', 'drinking_water'), 0.010479041916167664)
(('bicycle_parking', 'food_court'), 0.010479041916167664)
(('waste_disposal', 'courthouse'), 0.010446343779677113)
(('waste_disposal', 'arts_centre'), 0.010446343779677113)
(('atm', 'marketplace'), 0.010401188707280832)
(('fuel', 'atm'), 0.010401188707280832)
(('toilets', 'training'), 0.010256410256410256)
(('toilets', 'arts_centre'), 0.010256410256410256)
(('college', 'pharmacy'), 0.010250569476082005)
(('pharmacy', 'social_facility'), 0.010250569476082005)
(('fuel', 'pharmacy'), 0.010250569476082005)
(('ice_cream', 'bicycle_rental'), 0.01)
(('marketplace', 'bicycle_rental'), 0.01)
(('bicycle_rental', 'fuel'), 0.01)
(('bicycle_rental', 'hospital'), 0.01)
(('bicycle_rental', 'stripclub'), 0.01)
(('bicycle_rental', 'device_charging_station'), 0.01)
(('clock', 'clinic'), 0.00998003992015968)
(('clinic', 'shelter'), 0.00998003992015968)
(('clinic', 'fire_station'), 0.00998003992015968)
(('public_service', 'kindergarten'), 0.009940357852882704)
(('hookah_lounge', 'kindergarten'), 0.009940357852882704)
(('bar', 'kindergarten'), 0.009940357852882704)
(('social_facility', 'kindergarten'), 0.009940357852882704)
(('fountain', 'kindergarten'), 0.009940357852882704)
(('nightclub', 'bench'), 0.009939083039435716)
(('bench', 'social_facility'), 0.009939083039435716)
(('gym', 'training'), 0.009900990099009901)
(('bureau_de_change', 'fountain'), 0.009900990099009901)
(('training', 'fountain'), 0.009900990099009901)
(('yacht_club', 'training'), 0.009900990099009901)
(('childcare', 'training'), 0.009900990099009901)
(('fountain', 'arts_centre'), 0.009900990099009901)
(('training', 'veterinary'), 0.009900990099009901)
(('training', 'photo_booth'), 0.009900990099009901)
(('training', 'coworking_space'), 0.009900990099009901)
(('smoking_area', 'fountain'), 0.009900990099009901)
(('fountain', 'police'), 0.009900990099009901)
(('clock', 'fountain'), 0.009900990099009901)
(('training', 'courthouse'), 0.009900990099009901)
(('food_court', 'training'), 0.009900990099009901)
(('training', 'musical_school'), 0.009900990099009901)
(('music_school', 'fountain'), 0.009900990099009901)
(('love_hotel', 'training'), 0.009900990099009901)
(('bureau_de_change', 'training'), 0.009900990099009901)
(('training', 'public_bookcase'), 0.009900990099009901)
(('charging_station', 'training'), 0.009900990099009901)
(('brothel', 'training'), 0.009900990099009901)
(('fountain', 'post_box'), 0.009900990099009901)
(('training', 'marketplace'), 0.009900990099009901)
(('waste_basket', 'veterinary'), 0.00989282769991756)
(('nightclub', 'waste_basket'), 0.00989282769991756)
(('restaurant', 'public_service'), 0.009876543209876543)
(('restaurant', 'taxi'), 0.009876543209876543)
(('hospital', 'bank'), 0.009861932938856016)
(('cafe', 'fuel'), 0.009852216748768473)
(('charging_station', 'cafe'), 0.009852216748768473)
(('bar', 'coworking_space'), 0.009836065573770493)
(('bar', 'fuel'), 0.009836065573770493)
(('bar', 'hospital'), 0.009836065573770493)
(('bar', 'photo_lab'), 0.009836065573770493)
(('arts_centre', 'parking'), 0.009830908375933936)
(('vending_machine', 'cinema'), 0.009625668449197862)
(('public_service', 'vending_machine'), 0.009625668449197862)
(('vending_machine', 'recycling'), 0.009625668449197862)
(('public_service', 'waste_disposal'), 0.00949667616334283)
(('waste_disposal', 'driving_school'), 0.00949667616334283)
(('waste_disposal', 'music_school'), 0.00949667616334283)
(('college', 'parking'), 0.009437672040896579)
(('public_service', 'parking'), 0.009437672040896579)
(('bench', 'feeding_place'), 0.009297851875601153)
(('post_box', 'college'), 0.009259259259259259)
(('marketplace', 'college'), 0.009259259259259259)
(('restaurant', 'hospital'), 0.009259259259259259)
(('vehicle_inspection', 'college'), 0.009259259259259259)
(('training', 'college'), 0.009259259259259259)
(('restaurant', 'device_charging_station'), 0.009259259259259259)
(('college', 'social_facility'), 0.009259259259259259)
(('college', 'charging_station'), 0.009259259259259259)
(('hookah_lounge', 'college'), 0.009259259259259259)
(('musical_school', 'college'), 0.009259259259259259)
(('community_centre', 'college'), 0.009259259259259259)
(('payment_terminal', 'college'), 0.009259259259259259)
(('college', 'monastery'), 0.009259259259259259)
(('college', 'fire_station'), 0.009259259259259259)
(('pharmacy', 'marketplace'), 0.009111617312072893)
(('pharmacy', 'food_court'), 0.009111617312072893)
(('waste_basket', 'embassy'), 0.009068425391591096)
(('waste_basket', 'device_charging_station'), 0.009068425391591096)
(('parking', 'hospital'), 0.009044435705859222)
(('social_facility', 'parking'), 0.009044435705859222)
(('fuel', 'bicycle_parking'), 0.008982035928143712)
(('bicycle_parking', 'marketplace'), 0.008982035928143712)
(('stripclub', 'bicycle_parking'), 0.008982035928143712)
(('courthouse', 'bicycle_parking'), 0.008982035928143712)
(('car_wash', 'library'), 0.008968609865470852)
(('car_wash', 'car_rental'), 0.008968609865470852)
(('car_wash', 'shelter'), 0.008968609865470852)
(('car_wash', 'fire_station'), 0.008968609865470852)
(('telephone', 'car_wash'), 0.008968609865470852)
(('car_wash', 'nightclub'), 0.008968609865470852)
(('compressed_air', 'car_wash'), 0.008968609865470852)
(('public_service', 'car_wash'), 0.008968609865470852)
(('recycling', 'car_wash'), 0.008968609865470852)
(('courthouse', 'car_wash'), 0.008968609865470852)
(('atm', 'language_school'), 0.008915304606240713)
(('atm', 'arts_centre'), 0.008915304606240713)
(('courthouse', 'bank'), 0.008875739644970414)
(('bank', 'food_court'), 0.008875739644970414)
(('hospital', 'taxi'), 0.008849557522123894)
(('nightclub', 'hospital'), 0.008849557522123894)
(('arts_centre', 'hospital'), 0.008849557522123894)
(('hospital', 'clothes_dryer'), 0.008849557522123894)
(('dentist', 'veterinary'), 0.008823529411764706)
(('dentist', 'yacht_club'), 0.008823529411764706)
(('dentist', 'driving_school'), 0.008823529411764706)
(('dentist', 'social_facility'), 0.008823529411764706)
(('telephone', 'fire_station'), 0.008771929824561403)
(('ticket_validator', 'telephone'), 0.008771929824561403)
(('telephone', 'language_school'), 0.008771929824561403)
(('telephone', 'nightclub'), 0.008771929824561403)
(('telephone', 'marketplace'), 0.008771929824561403)
(('telephone', 'coworking_space'), 0.008771929824561403)
(('telephone', 'music_school'), 0.008771929824561403)
(('telephone', 'arts_school'), 0.008771929824561403)
(('telephone', 'college'), 0.008771929824561403)
(('drinking_water', 'cafe'), 0.00875752599890531)
(('cafe', 'veterinary'), 0.00875752599890531)
(('studio', 'cafe'), 0.00875752599890531)
(('bench', 'veterinary'), 0.008656620711766592)
(('community_centre', 'parking'), 0.008651199370821865)
(('cinema', 'parking'), 0.008651199370821865)
(('stripclub', 'vending_machine'), 0.008556149732620321)
(('vending_machine', 'music_school'), 0.008556149732620321)
(('waste_disposal', 'fuel'), 0.008547008547008548)
(('fast_food', 'community_centre'), 0.008492569002123142)
(('veterinary', 'fast_food'), 0.008492569002123142)
(('training', 'school'), 0.008438818565400843)
(('school', 'music_school'), 0.008438818565400843)
(('nightclub', 'school'), 0.008438818565400843)
(('social_facility', 'school'), 0.008438818565400843)
(('arts_centre', 'school'), 0.008438818565400843)
(('charging_station', 'school'), 0.008438818565400843)
(('shelter', 'clock'), 0.008403361344537815)
(('shelter', 'community_centre'), 0.008403361344537815)
(('shelter', 'childcare'), 0.008403361344537815)
(('shower', 'shelter'), 0.008403361344537815)
(('ferry_terminal', 'shelter'), 0.008403361344537815)
(('drinking_water', 'shelter'), 0.008403361344537815)
(('courthouse', 'shelter'), 0.008403361344537815)
(('shelter', 'social_facility'), 0.008403361344537815)
(('veterinary', 'shelter'), 0.008403361344537815)
(('ice_cream', 'shelter'), 0.008403361344537815)
(('hookah_lounge', 'shelter'), 0.008403361344537815)
(('rescue_station', 'shelter'), 0.008403361344537815)
(('shelter', 'hospital'), 0.008403361344537815)
(('food_court', 'shelter'), 0.008403361344537815)
(('shelter', 'lockers'), 0.008403361344537815)
(('shelter', 'cinema'), 0.008403361344537815)
(('shelter', 'dormitory'), 0.008403361344537815)
(('parking_entrance', 'ice_cream'), 0.008287292817679558)
(('parking_entrance', 'marketplace'), 0.008287292817679558)
(('waste_basket', 'social_facility'), 0.008244023083264633)
(('language_school', 'waste_basket'), 0.008244023083264633)
(('post_box', 'place_of_worship'), 0.00821917808219178)
(('place_of_worship', 'fuel'), 0.00821917808219178)
(('arts_centre', 'place_of_worship'), 0.00821917808219178)
(('register_office', 'place_of_worship'), 0.00821917808219178)
(('ice_cream', 'university'), 0.00819672131147541)
(('fuel', 'university'), 0.00819672131147541)
(('shelter', 'university'), 0.00819672131147541)
(('social_facility', 'university'), 0.00819672131147541)
(('stripclub', 'university'), 0.00819672131147541)
(('fire_station', 'university'), 0.00819672131147541)
(('sanatorium', 'university'), 0.00819672131147541)
(('university', 'dormitory'), 0.00819672131147541)
(('pub', 'taxi'), 0.008097165991902834)
(('pub', 'hospital'), 0.008097165991902834)
(('wifi', 'pub'), 0.008097165991902834)
(('musical_school', 'pub'), 0.008097165991902834)
(('pub', 'monastery'), 0.008097165991902834)
(('device_charging_station', 'pub'), 0.008097165991902834)
(('love_hotel', 'pub'), 0.008097165991902834)
(('pub', 'photo_lab'), 0.008097165991902834)
(('restaurant', 'marketplace'), 0.008024691358024692)
(('cinema', 'clinic'), 0.007984031936127744)
(('clinic', 'arts_centre'), 0.007984031936127744)
(('clinic', 'public_building'), 0.007984031936127744)
(('stripclub', 'clinic'), 0.007984031936127744)
(('pharmacy', 'stripclub'), 0.007972665148063782)
(('pharmacy', 'language_school'), 0.007972665148063782)
(('pharmacy', 'shelter'), 0.007972665148063782)
(('device_charging_station', 'pharmacy'), 0.007972665148063782)
(('veterinary', 'pharmacy'), 0.007972665148063782)
(('language_school', 'kindergarten'), 0.007952286282306162)
(('arts_centre', 'kindergarten'), 0.007952286282306162)
(('veterinary', 'kindergarten'), 0.007952286282306162)
(('shelter', 'bank'), 0.007889546351084813)
(('police', 'boat_rental'), 0.007751937984496124)
(('arts_centre', 'police'), 0.007751937984496124)
(('police', 'yacht_club'), 0.007751937984496124)
(('police', 'college'), 0.007751937984496124)
(('police', 'security_booth'), 0.007751937984496124)
(('taxi', 'police'), 0.007751937984496124)
(('public_service', 'police'), 0.007751937984496124)
(('payment_terminal', 'police'), 0.007751937984496124)
(('police', 'fire_station'), 0.007751937984496124)
(('public_building', 'police'), 0.007751937984496124)
(('shelter', 'police'), 0.007751937984496124)
(('police', 'lockers'), 0.007751937984496124)
(('police', 'vehicle_inspection'), 0.007751937984496124)
(('police', 'dormitory'), 0.007751937984496124)
(('bench', 'college'), 0.0076947739660147485)
(('bench', 'recycling'), 0.0076947739660147485)
(('childcare', 'toilets'), 0.007692307692307693)
(('toilets', 'fire_station'), 0.007692307692307693)
(('toilets', 'planetarium'), 0.007692307692307693)
(('toilets', 'veterinary'), 0.007692307692307693)
(('toilets', 'parking_space'), 0.007692307692307693)
(('toilets', 'monastery'), 0.007692307692307693)
(('cafe', 'driving_school'), 0.007662835249042145)
(('waste_disposal', 'security_booth'), 0.007597340930674264)
(('waste_disposal', 'charging_station'), 0.007597340930674264)
(('library', 'monastery'), 0.007518796992481203)
(('study', 'library'), 0.007518796992481203)
(('payment_terminal', 'library'), 0.007518796992481203)
(('library', 'courthouse'), 0.007518796992481203)
(('library', 'nightclub'), 0.007518796992481203)
(('recycling', 'library'), 0.007518796992481203)
(('photo_booth', 'library'), 0.007518796992481203)
(('library', 'studio'), 0.007518796992481203)
(('charging_station', 'library'), 0.007518796992481203)
(('language_school', 'library'), 0.007518796992481203)
(('library', 'public_building'), 0.007518796992481203)
(('library', 'police'), 0.007518796992481203)
(('library', 'arts_centre'), 0.007518796992481203)
(('vending_machine', 'language_school'), 0.0074866310160427805)
(('smoking_area', 'vending_machine'), 0.0074866310160427805)
(('vending_machine', 'drinking_water'), 0.0074866310160427805)
(('vending_machine', 'marketplace'), 0.0074866310160427805)
(('vending_machine', 'ticket_validator'), 0.0074866310160427805)
(('studio', 'bicycle_parking'), 0.0074850299401197605)
(('language_school', 'parking'), 0.007471490365709791)
(('smoking_area', 'fast_food'), 0.0074309978768577496)
(('fast_food', 'childcare'), 0.0074309978768577496)
(('fast_food', 'money_transfer'), 0.0074309978768577496)
(('community_centre', 'atm'), 0.007429420505200594)
(('veterinary', 'atm'), 0.007429420505200594)
(('waste_basket', 'courthouse'), 0.00741962077493817)
(('waste_basket', 'grit_bin'), 0.00741962077493817)
(('fuel', 'waste_basket'), 0.00741962077493817)
(('bench', 'fuel'), 0.007374158384097467)
(('cafe', 'public_service'), 0.0071154898741105635)
(('cafe', 'music_school'), 0.0071154898741105635)
(('doctors', 'fire_station'), 0.0070921985815602835)
(('doctors', 'language_school'), 0.0070921985815602835)
(('payment_terminal', 'doctors'), 0.0070921985815602835)
(('doctors', 'ticket_validator'), 0.0070921985815602835)
(('cinema', 'doctors'), 0.0070921985815602835)
(('doctors', 'car_rental'), 0.0070921985815602835)
(('doctors', 'college'), 0.0070921985815602835)
(('doctors', 'ice_cream'), 0.0070921985815602835)
(('music_school', 'doctors'), 0.0070921985815602835)
(('photo_lab', 'doctors'), 0.0070921985815602835)
(('doctors', 'club'), 0.0070921985815602835)
(('doctors', 'public_building'), 0.0070921985815602835)
(('doctors', 'courthouse'), 0.0070921985815602835)
(('clock', 'parking'), 0.007078254030672434)
(('ice_cream', 'parking'), 0.007078254030672434)
(('bank', 'veterinary'), 0.006903353057199211)
(('payment_terminal', 'fuel'), 0.006896551724137931)
(('love_hotel', 'embassy'), 0.006896551724137931)
(('library', 'embassy'), 0.006896551724137931)
(('police', 'embassy'), 0.006896551724137931)
(('embassy', 'charging_station'), 0.006896551724137931)
(('embassy', 'monastery'), 0.006896551724137931)
(('post_box', 'fuel'), 0.006896551724137931)
(('fuel', 'compressed_air'), 0.006896551724137931)
(('fuel', 'fire_station'), 0.006896551724137931)
(('fuel', 'hospital'), 0.006896551724137931)
(('fuel', 'love_hotel'), 0.006896551724137931)
(('recycling', 'embassy'), 0.006896551724137931)
(('photo_lab', 'embassy'), 0.006896551724137931)
(('stripclub', 'embassy'), 0.006896551724137931)
(('nightclub', 'fuel'), 0.006896551724137931)
(('fuel', 'grit_bin'), 0.006896551724137931)
(('training', 'fuel'), 0.006896551724137931)
(('fuel', 'vehicle_inspection'), 0.006896551724137931)
(('fuel', 'courthouse'), 0.006896551724137931)
(('fuel', 'veterinary'), 0.006896551724137931)
(('embassy', 'music_school'), 0.006896551724137931)
(('embassy', 'office'), 0.006896551724137931)
(('embassy', 'fire_station'), 0.006896551724137931)
(('social_facility', 'embassy'), 0.006896551724137931)
(('fuel', 'driving_school'), 0.006896551724137931)
(('restaurant', 'college'), 0.006790123456790123)
(('restaurant', 'monastery'), 0.006790123456790123)
(('bench', 'security_booth'), 0.006732927220262905)
(('bench', 'monastery'), 0.006732927220262905)
(('courthouse', 'bench'), 0.006732927220262905)
(('smoking_area', 'bench'), 0.006732927220262905)
(('smoking_area', 'parking'), 0.006685017695635077)
(('courthouse', 'bicycle_rental'), 0.006666666666666667)
(('bicycle_rental', 'driving_school'), 0.006666666666666667)
(('bicycle_rental', 'studio'), 0.006666666666666667)
(('bicycle_rental', 'social_facility'), 0.006666666666666667)
(('bicycle_rental', 'townhall'), 0.006666666666666667)
(('veterinary', 'bicycle_rental'), 0.006666666666666667)
(('waste_disposal', 'ice_cream'), 0.006647673314339981)
(('cinema', 'waste_disposal'), 0.006647673314339981)
(('fire_station', 'waste_disposal'), 0.006647673314339981)
(('waste_basket', 'marketplace'), 0.006595218466611707)
(('waste_basket', 'security_booth'), 0.006595218466611707)
(('waste_basket', 'arts_centre'), 0.006595218466611707)
(('translator', 'waste_basket'), 0.006595218466611707)
(('waste_basket', 'townhall'), 0.006595218466611707)
(('smoking_area', 'cafe'), 0.006568144499178982)
(('cafe', 'hospital'), 0.006568144499178982)
(('childcare', 'bar'), 0.006557377049180328)
(('veterinary', 'bar'), 0.006557377049180328)
(('bar', 'taxi'), 0.006557377049180328)
(('bar', 'driving_school'), 0.006557377049180328)
(('bar', 'language_school'), 0.006557377049180328)
(('bar', 'college'), 0.006557377049180328)
(('courthouse', 'bar'), 0.006557377049180328)
(('bar', 'ice_cream'), 0.006557377049180328)
(('bar', 'device_charging_station'), 0.006557377049180328)
(('public_bookcase', 'bar'), 0.006557377049180328)
(('bar', 'fire_station'), 0.006557377049180328)
(('ice_cream', 'post_office'), 0.0064516129032258064)
(('clock', 'post_office'), 0.0064516129032258064)
(('post_office', 'cinema'), 0.0064516129032258064)
(('post_office', 'childcare'), 0.0064516129032258064)
(('post_office', 'stripclub'), 0.0064516129032258064)
(('studio', 'post_office'), 0.0064516129032258064)
(('post_office', 'college'), 0.0064516129032258064)
(('food_court', 'post_office'), 0.0064516129032258064)
(('post_office', 'monastery'), 0.0064516129032258064)
(('post_office', 'fire_station'), 0.0064516129032258064)
(('post_office', 'townhall'), 0.0064516129032258064)
(('post_office', 'driving_school'), 0.0064516129032258064)
(('post_office', 'money_transfer'), 0.0064516129032258064)
(('post_office', 'arts_school'), 0.0064516129032258064)
(('social_facility', 'post_office'), 0.0064516129032258064)
(('ferry_terminal', 'vending_machine'), 0.006417112299465241)
(('vending_machine', 'taxi'), 0.006417112299465241)
(('courthouse', 'vending_machine'), 0.006417112299465241)
(('fast_food', 'courthouse'), 0.006369426751592357)
(('hookah_lounge', 'school'), 0.006329113924050633)
(('school', 'driving_school'), 0.006329113924050633)
(('telephone', 'school'), 0.006329113924050633)
(('fire_station', 'school'), 0.006329113924050633)
(('veterinary', 'restaurant'), 0.006172839506172839)
(('restaurant', 'internet_cafe'), 0.006172839506172839)
(('bench', 'marketplace'), 0.006091696056428343)
(('theatre', 'music_school'), 0.006024096385542169)
(('theatre', 'public_service'), 0.006024096385542169)
(('theatre', 'payment_terminal'), 0.006024096385542169)
(('theatre', 'drinking_water'), 0.006024096385542169)
(('theatre', 'brothel'), 0.006024096385542169)
