Duration: 799 s 

Number of collocations: 2297

(('feeding_place', 'feeding_place'), 1)
(('vending_machine', 'water_point'), 0.0010695187165775401)
(('vending_machine', 'research_institute'), 0.0010695187165775401)
(('vending_machine', 'study'), 0.0010695187165775401)
(('vending_machine', 'motorcycle_parking'), 0.0010695187165775401)
(('vending_machine', 'grit_bin'), 0.0010695187165775401)
(('yacht_club', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'action_house'), 0.0010695187165775401)
(('outpost', 'vending_machine'), 0.0010695187165775401)
(('translator', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'compressed_air'), 0.0010695187165775401)
(('public_building', 'vending_machine'), 0.0010695187165775401)
(('wifi', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'musical_school'), 0.0010695187165775401)
(('vending_machine', 'parking_space'), 0.0010695187165775401)
(('vending_machine', 'official'), 0.0010695187165775401)
(('customs', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'rescue_station'), 0.0010695187165775401)
(('register_office', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'exhibition_center'), 0.0010695187165775401)
(('vending_machine', 'dormitory'), 0.0010695187165775401)
(('arts_school', 'vending_machine'), 0.0010695187165775401)
(('vending_machine', 'townhall'), 0.0010695187165775401)
(('vending_machine', 'business_incubator'), 0.0010695187165775401)
(('fast_food', 'planetarium'), 0.0010615711252653928)
(('scooter_rental', 'fast_food'), 0.0010615711252653928)
(('fast_food', 'car_sharing'), 0.0010615711252653928)
(('fast_food', 'townhall'), 0.0010615711252653928)
(('fast_food', 'kids_area'), 0.0010615711252653928)
(('piano', 'fast_food'), 0.0010615711252653928)
(('arts_school', 'fast_food'), 0.0010615711252653928)
(('bank', 'ferry_terminal'), 0.0009861932938856016)
(('register_office', 'bank'), 0.0009861932938856016)
(('photo_booth', 'bank'), 0.0009861932938856016)
(('bank', 'office'), 0.0009861932938856016)
(('bank', 'publisher'), 0.0009861932938856016)
(('translator', 'bank'), 0.0009861932938856016)
(('internet_cafe', 'bank'), 0.0009861932938856016)
(('bank', 'parking_space'), 0.0009861932938856016)
(('bank', 'monastery'), 0.0009861932938856016)
(('bank', 'musical_school'), 0.0009861932938856016)
(('bank', 'driving_school'), 0.0009861932938856016)
(('money_transfer', 'bank'), 0.0009861932938856016)
(('bench', 'parking_space'), 0.0009618467457518436)
(('bench', 'nursing_home'), 0.0009618467457518436)
(('bench', 'sanatorium'), 0.0009618467457518436)
(('waste_disposal', 'dressing_room'), 0.000949667616334283)
(('coworking_space', 'waste_disposal'), 0.000949667616334283)
(('feeding_place', 'waste_disposal'), 0.000949667616334283)
(('waste_disposal', 'gym'), 0.000949667616334283)
(('vehicle_inspection', 'waste_disposal'), 0.000949667616334283)
(('waste_disposal', 'boat_rental'), 0.000949667616334283)
(('waste_disposal', 'brothel'), 0.000949667616334283)
(('waste_disposal', 'action_house'), 0.000949667616334283)
(('waste_disposal', 'outpost'), 0.000949667616334283)
(('waste_disposal', 'ticket_validator'), 0.000949667616334283)
(('waste_disposal', 'compressed_air'), 0.000949667616334283)
(('internet_cafe', 'waste_disposal'), 0.000949667616334283)
(('waste_disposal', 'parking_space'), 0.000949667616334283)
(('waste_disposal', 'register_office'), 0.000949667616334283)
(('waste_disposal', 'dormitory'), 0.000949667616334283)
(('shower', 'waste_basket'), 0.0008244023083264633)
(('waste_basket', 'dressing_room'), 0.0008244023083264633)
(('waste_basket', 'monastery'), 0.0008244023083264633)
(('outpost', 'waste_basket'), 0.0008244023083264633)
(('internet_cafe', 'waste_basket'), 0.0008244023083264633)
(('wifi', 'waste_basket'), 0.0008244023083264633)
(('waste_basket', 'club'), 0.0008244023083264633)
(('waste_basket', 'lockers'), 0.0008244023083264633)
(('waste_basket', 'fire_station'), 0.0008244023083264633)
(('gym', 'parking'), 0.0007864726700747149)
(('parking', 'money_transfer'), 0.0007864726700747149)
(('parking', 'photo_lab'), 0.0007864726700747149)
(('parking', 'register_office'), 0.0007864726700747149)
(('parking', 'clothes_dryer'), 0.0007864726700747149)
(('parking', 'dormitory'), 0.0007864726700747149)
(('bench', 'love_hotel'), 0.0006412311638345624)
(('bench', 'money_transfer'), 0.0006412311638345624)
(('restaurant', 'money_transfer'), 0.0006172839506172839)
(('restaurant', 'townhall'), 0.0006172839506172839)
(('compressed_air', 'restaurant'), 0.0006172839506172839)
(('photo_booth', 'restaurant'), 0.0006172839506172839)
(('customs', 'restaurant'), 0.0006172839506172839)
(('brothel', 'restaurant'), 0.0006172839506172839)
(('events_venue', 'restaurant'), 0.0006172839506172839)
(('restaurant', 'dressing_room'), 0.0006172839506172839)
(('vehicle_inspection', 'cafe'), 0.0005473453749315818)
(('cafe', 'boat_rental'), 0.0005473453749315818)
(('scooter_rental', 'cafe'), 0.0005473453749315818)
(('cafe', 'mortuary'), 0.0005473453749315818)
(('cafe', 'outpost'), 0.0005473453749315818)
(('cafe', 'sauna'), 0.0005473453749315818)
(('cafe', 'club'), 0.0005473453749315818)
(('cafe', 'musical_school'), 0.0005473453749315818)
(('cafe', 'lockers'), 0.0005473453749315818)
(('money_transfer', 'cafe'), 0.0005473453749315818)
(('piano', 'cafe'), 0.0005473453749315818)
(('cafe', 'pet'), 0.0005473453749315818)
(('cafe', 'dormitory'), 0.0005473453749315818)
(('cafe', 'clothes_dryer'), 0.0005473453749315818)
(('water_point', 'parking'), 0.00039323633503735744)
(('planetarium', 'parking'), 0.00039323633503735744)
(('outpost', 'parking'), 0.00039323633503735744)
(('parking', 'sauna'), 0.00039323633503735744)
(('photo_booth', 'parking'), 0.00039323633503735744)
(('internet_cafe', 'parking'), 0.00039323633503735744)
(('car_sharing', 'parking'), 0.00039323633503735744)
(('customs', 'parking'), 0.00039323633503735744)
(('parking', 'club'), 0.00039323633503735744)
(('piano', 'parking'), 0.00039323633503735744)
(('publisher', 'parking'), 0.00039323633503735744)
(('mortuary', 'parking'), 0.00039323633503735744)
(('lockers', 'parking'), 0.00039323633503735744)
(('parking', 'motorcycle_parking'), 0.00039323633503735744)
(('bench', 'dressing_room'), 0.0003206155819172812)
(('bench', 'photo_booth'), 0.0003206155819172812)
(('yacht_club', 'bench'), 0.0003206155819172812)
(('bench', 'publisher'), 0.0003206155819172812)
(('bench', 'official'), 0.0003206155819172812)
