Duration: 950 s  
Number of collocations: 3582 
(('feeding_place', 'feeding_place'), 1)
(('bank', 'register_office'), 0.015779092702169626)
(('bank', 'smoking_area'), 0.015779092702169626)
(('bench', 'security_booth'), 0.015710163513946777)
(('waste_basket', 'study'), 0.015663643858202802)
(('police', 'love_hotel'), 0.015503875968992248)
(('studio', 'police'), 0.015503875968992248)
(('childcare', 'police'), 0.015503875968992248)
(('police', 'monastery'), 0.015503875968992248)
(('police', 'translator'), 0.015503875968992248)
(('money_transfer', 'police'), 0.015503875968992248)
(('police', 'security_booth'), 0.015503875968992248)
(('food_court', 'police'), 0.015503875968992248)
(('police', 'dormitory'), 0.015503875968992248)
(('restaurant', 'ferry_terminal'), 0.015432098765432098)
(('bench', 'studio'), 0.015389547932029497)
(('smoking_area', 'toilets'), 0.015384615384615385)
(('toilets', 'kick-scooter_rental'), 0.015384615384615385)
(('music_school', 'toilets'), 0.015384615384615385)
(('waste_disposal', 'taxi'), 0.015194681861348529)
(('recycling', 'music_school'), 0.015151515151515152)
(('dancing_school', 'recycling'), 0.015151515151515152)
(('recycling', 'monastery'), 0.015151515151515152)
(('driving_school', 'recycling'), 0.015151515151515152)
(('courthouse', 'recycling'), 0.015151515151515152)
(('recycling', 'security_booth'), 0.015151515151515152)
(('recycling', 'register_office'), 0.015151515151515152)
(('charging_station', 'recycling'), 0.015151515151515152)
(('recycling', 'rescue_station'), 0.015151515151515152)
(('recycling', 'coworking_space'), 0.015151515151515152)
(('recycling', 'kids_area'), 0.015151515151515152)
(('recycling', 'money_transfer'), 0.015151515151515152)
(('recycling', 'taxi'), 0.015151515151515152)
(('bench', 'taxi'), 0.015068932350112215)
(('library', 'register_office'), 0.015037593984962405)
(('taxi', 'library'), 0.015037593984962405)
(('vehicle_inspection', 'library'), 0.015037593984962405)
(('car_rental', 'library'), 0.015037593984962405)
(('device_charging_station', 'library'), 0.015037593984962405)
(('library', 'clothes_dryer'), 0.015037593984962405)
(('library', 'dormitory'), 0.015037593984962405)
(('vending_machine', 'love_hotel'), 0.014973262032085561)
(('vending_machine', 'coworking_space'), 0.014973262032085561)
(('vending_machine', 'townhall'), 0.014973262032085561)
(('bicycle_parking', 'public_building'), 0.014970059880239521)
(('parking', 'monastery'), 0.014942980731419583)
(('community_centre', 'ferry_terminal'), 0.014925373134328358)
(('vehicle_inspection', 'community_centre'), 0.014925373134328358)
(('scooter_rental', 'community_centre'), 0.014925373134328358)
(('money_transfer', 'community_centre'), 0.014925373134328358)
(('driving_school', 'community_centre'), 0.014925373134328358)
(('community_centre', 'security_booth'), 0.014925373134328358)
(('studio', 'community_centre'), 0.014925373134328358)
(('device_charging_station', 'community_centre'), 0.014925373134328358)
(('public_bookcase', 'community_centre'), 0.014925373134328358)
(('kick-scooter_rental', 'community_centre'), 0.014925373134328358)
(('coworking_space', 'community_centre'), 0.014925373134328358)
(('community_centre', 'nursing_home'), 0.014925373134328358)
(('fast_food', 'townhall'), 0.014861995753715499)
(('car_rental', 'atm'), 0.014858841010401188)
(('atm', 'outpost'), 0.014858841010401188)
(('fountain', 'public_service'), 0.01485148514851485)
(('studio', 'fountain'), 0.01485148514851485)
(('veterinary', 'fountain'), 0.01485148514851485)
(('fountain', 'smoking_area'), 0.01485148514851485)
(('fountain', 'fire_station'), 0.01485148514851485)
(('piano', 'fountain'), 0.01485148514851485)
(('fountain', 'rescue_station'), 0.01485148514851485)
(('motorcycle_parking', 'fountain'), 0.01485148514851485)
(('waste_basket', 'yacht_club'), 0.01483924154987634)
(('drinking_water', 'school'), 0.014767932489451477)
(('school', 'monastery'), 0.014767932489451477)
(('bench', 'feeding_place'), 0.014748316768194934)
(('waste_disposal', 'monastery'), 0.014245014245014245)
(('waste_disposal', 'translator'), 0.014245014245014245)
(('waste_disposal', 'townhall'), 0.014245014245014245)
(('waste_disposal', 'official'), 0.014245014245014245)
(('cafe', 'public_bookcase'), 0.014230979748221127)
(('restaurant', 'yacht_club'), 0.014197530864197531)
(('official', 'doctors'), 0.014184397163120567)
(('bench', 'yacht_club'), 0.014107085604360373)
(('shower', 'waste_basket'), 0.014014839241549877)
(('waste_basket', 'security_booth'), 0.014014839241549877)
(('waste_basket', 'gallery'), 0.014014839241549877)
(('ticket_validator', 'waste_basket'), 0.014014839241549877)
(('taxi', 'clinic'), 0.013972055888223553)
(('clinic', 'clothes_dryer'), 0.013972055888223553)
(('clinic', 'monastery'), 0.013972055888223553)
(('kindergarten', 'love_hotel'), 0.013916500994035786)
(('charging_station', 'kindergarten'), 0.013916500994035786)
(('marketplace', 'kindergarten'), 0.013916500994035786)
(('parking_entrance', 'love_hotel'), 0.013812154696132596)
(('kick-scooter_rental', 'parking_entrance'), 0.013812154696132596)
(('bank', 'drinking_water'), 0.013806706114398421)
(('payment_terminal', 'fuel'), 0.013793103448275862)
(('embassy', 'clock'), 0.013793103448275862)
(('photo_booth', 'embassy'), 0.013793103448275862)
(('childcare', 'embassy'), 0.013793103448275862)
(('telephone', 'fuel'), 0.013793103448275862)
(('recycling', 'fuel'), 0.013793103448275862)
(('fuel', 'language_school'), 0.013793103448275862)
(('fuel', 'compressed_air'), 0.013793103448275862)
(('clock', 'fuel'), 0.013793103448275862)
(('fuel', 'social_facility'), 0.013793103448275862)
(('photo_lab', 'embassy'), 0.013793103448275862)
(('kick-scooter_rental', 'embassy'), 0.013793103448275862)
(('ice_cream', 'fuel'), 0.013793103448275862)
(('embassy', 'townhall'), 0.013793103448275862)
(('grit_bin', 'place_of_worship'), 0.0136986301369863)
(('device_charging_station', 'place_of_worship'), 0.0136986301369863)
(('place_of_worship', 'mortuary'), 0.0136986301369863)
(('musical_school', 'parking_space'), 0.013544018058690745)
(('parking_space', 'music_school'), 0.013544018058690745)
(('shower', 'bench'), 0.01346585444052581)
(('car_wash', 'drinking_water'), 0.013452914798206279)
(('clock', 'car_wash'), 0.013452914798206279)
(('car_wash', 'ice_cream'), 0.013452914798206279)
(('car_wash', 'compressed_air'), 0.013452914798206279)
(('public_building', 'car_wash'), 0.013452914798206279)
(('love_hotel', 'atm'), 0.01337295690936107)
(('atm', 'ticket_validator'), 0.01337295690936107)
(('bicycle_rental', 'shower'), 0.013333333333333334)
(('bicycle_rental', 'boat_rental'), 0.013333333333333334)
(('bicycle_rental', 'scooter_rental'), 0.013333333333333334)
(('bar', 'vehicle_inspection'), 0.013114754098360656)
(('bar', 'townhall'), 0.013114754098360656)
(('internet_cafe', 'bar'), 0.013114754098360656)
(('bar', 'public_building'), 0.013114754098360656)
(('post_office', 'townhall'), 0.012903225806451613)
(('post_office', 'marketplace'), 0.012903225806451613)
(('post_office', 'car_rental'), 0.012903225806451613)
(('food_court', 'post_office'), 0.012903225806451613)
(('device_charging_station', 'post_office'), 0.012903225806451613)
(('public_building', 'post_office'), 0.012903225806451613)
(('car_rental', 'vending_machine'), 0.012834224598930482)
(('toilets', 'shower'), 0.01282051282051282)
(('toilets', 'studio'), 0.01282051282051282)
(('toilets', 'planetarium'), 0.01282051282051282)
(('toilets', 'ticket_validator'), 0.01282051282051282)
(('toilets', 'townhall'), 0.01282051282051282)
(('toilets', 'internet_cafe'), 0.01282051282051282)
(('toilets', 'official'), 0.01282051282051282)
(('love_hotel', 'fast_food'), 0.012738853503184714)
(('coworking_space', 'fast_food'), 0.012738853503184714)
(('taxi', 'school'), 0.012658227848101266)
(('pharmacy', 'townhall'), 0.012528473804100227)
(('waste_basket', 'photo_lab'), 0.01236603462489695)
(('restaurant', 'rescue_station'), 0.012345679012345678)
(('food_court', 'waste_disposal'), 0.012345679012345678)
(('restaurant', 'kick-scooter_rental'), 0.012345679012345678)
(('smoking_area', 'university'), 0.012295081967213115)
(('university', 'device_charging_station'), 0.012295081967213115)
(('drinking_water', 'university'), 0.012295081967213115)
(('planetarium', 'university'), 0.012295081967213115)
(('university', 'public_building'), 0.012295081967213115)
(('public_bookcase', 'university'), 0.012295081967213115)
(('university', 'townhall'), 0.012295081967213115)
(('parking', 'townhall'), 0.01219032638615808)
(('musical_school', 'pub'), 0.012145748987854251)
(('pub', 'official'), 0.012145748987854251)
(('pub', 'public_bookcase'), 0.012145748987854251)
(('theatre', 'ferry_terminal'), 0.012048192771084338)
(('theatre', 'register_office'), 0.012048192771084338)
(('theatre', 'yacht_club'), 0.012048192771084338)
(('love_hotel', 'theatre'), 0.012048192771084338)
(('theatre', 'car_rental'), 0.012048192771084338)
(('cafe', 'photo_booth'), 0.0120415982484948)
(('bicycle_parking', 'security_booth'), 0.011976047904191617)
(('clinic', 'device_charging_station'), 0.011976047904191617)
(('bicycle_parking', 'vehicle_inspection'), 0.011976047904191617)
(('car_rental', 'clinic'), 0.011976047904191617)
(('coworking_space', 'clinic'), 0.011976047904191617)
(('clinic', 'yacht_club'), 0.011976047904191617)
(('bicycle_parking', 'internet_cafe'), 0.011976047904191617)
(('kindergarten', 'security_booth'), 0.011928429423459244)
(('kick-scooter_rental', 'bench'), 0.011862776530939404)
(('device_charging_station', 'parking'), 0.011797090051120724)
(('register_office', 'dentist'), 0.011764705882352941)
(('ferry_terminal', 'vending_machine'), 0.011764705882352941)
(('coworking_space', 'dentist'), 0.011764705882352941)
(('dentist', 'device_charging_station'), 0.011764705882352941)
(('dentist', 'internet_cafe'), 0.011764705882352941)
(('dentist', 'kick-scooter_rental'), 0.011764705882352941)
(('dentist', 'public_building'), 0.011764705882352941)
(('restaurant', 'internet_cafe'), 0.011728395061728396)
(('restaurant', 'scooter_rental'), 0.011728395061728396)
(('fast_food', 'money_transfer'), 0.01167728237791932)
(('fast_food', 'motorcycle_parking'), 0.01167728237791932)
(('fast_food', 'rescue_station'), 0.01167728237791932)
(('bench', 'grit_bin'), 0.011542160949022122)
(('waste_basket', 'water_point'), 0.011541632316570486)
(('cafe', 'public_building'), 0.011494252873563218)
(('pharmacy', 'love_hotel'), 0.011389521640091117)
(('pharmacy', 'monastery'), 0.011389521640091117)
(('pharmacy', 'car_rental'), 0.011389521640091117)
(('parking_entrance', 'brothel'), 0.011049723756906077)
(('internet_cafe', 'parking_entrance'), 0.011049723756906077)
(('parking_entrance', 'parking_space'), 0.011049723756906077)
(('parking_entrance', 'money_transfer'), 0.011049723756906077)
(('taxi', 'place_of_worship'), 0.010958904109589041)
(('car_rental', 'place_of_worship'), 0.010958904109589041)
(('coworking_space', 'place_of_worship'), 0.010958904109589041)
(('place_of_worship', 'vehicle_inspection'), 0.010958904109589041)
(('bank', 'public_building'), 0.010848126232741617)
(('bureau_de_change', 'ferry_terminal'), 0.010752688172043012)
(('vehicle_inspection', 'bureau_de_change'), 0.010752688172043012)
(('charging_station', 'bureau_de_change'), 0.010752688172043012)
(('shower', 'bureau_de_change'), 0.010752688172043012)
(('money_transfer', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'security_booth'), 0.010752688172043012)
(('bureau_de_change', 'photo_booth'), 0.010752688172043012)
(('internet_cafe', 'bureau_de_change'), 0.010752688172043012)
(('bureau_de_change', 'kick-scooter_rental'), 0.010752688172043012)
(('bureau_de_change', 'official'), 0.010752688172043012)
(('bureau_de_change', 'rescue_station'), 0.010752688172043012)
(('bureau_de_change', 'photo_lab'), 0.010752688172043012)
(('bureau_de_change', 'townhall'), 0.010752688172043012)
(('studio', 'waste_basket'), 0.010717230008244023)
(('vending_machine', 'ticket_validator'), 0.0106951871657754)
(('water_point', 'post_box'), 0.010638297872340425)
(('grit_bin', 'post_box'), 0.010638297872340425)
(('post_box', 'clothes_dryer'), 0.010638297872340425)
(('post_box', 'charging_station'), 0.010638297872340425)
(('ticket_validator', 'post_box'), 0.010638297872340425)
(('post_box', 'car_rental'), 0.010638297872340425)
(('kick-scooter_rental', 'post_box'), 0.010638297872340425)
(('post_box', 'smoking_area'), 0.010638297872340425)
(('kids_area', 'post_box'), 0.010638297872340425)
(('post_box', 'money_transfer'), 0.010638297872340425)
(('post_box', 'dormitory'), 0.010638297872340425)
(('parking', 'coworking_space'), 0.01061738104600865)
(('parking', 'love_hotel'), 0.01061738104600865)
(('fast_food', 'car_rental'), 0.010615711252653927)
(('fast_food', 'photo_booth'), 0.010615711252653927)
(('fast_food', 'kick-scooter_rental'), 0.010615711252653927)
(('fast_food', 'official'), 0.010615711252653927)
(('register_office', 'school'), 0.010548523206751054)
(('car_rental', 'school'), 0.010548523206751054)
(('shower', 'bicycle_parking'), 0.010479041916167664)
(('bicycle_parking', 'gallery'), 0.010479041916167664)
(('arts_school', 'bicycle_parking'), 0.010479041916167664)
(('waste_disposal', 'device_charging_station'), 0.010446343779677113)
(('atm', 'translator'), 0.010401188707280832)
(('atm', 'internet_cafe'), 0.010401188707280832)
(('atm', 'public_building'), 0.010401188707280832)
(('cafe', 'photo_lab'), 0.010399562123700055)
(('bench', 'internet_cafe'), 0.010259698621352998)
(('toilets', 'money_transfer'), 0.010256410256410256)
(('toilets', 'photo_booth'), 0.010256410256410256)
(('toilets', 'parking_space'), 0.010256410256410256)
(('bicycle_rental', 'townhall'), 0.01)
(('bicycle_rental', 'monastery'), 0.01)
(('bicycle_rental', 'internet_cafe'), 0.01)
(('kick-scooter_rental', 'bicycle_rental'), 0.01)
(('piano', 'bicycle_rental'), 0.01)
(('bicycle_rental', 'motorcycle_parking'), 0.01)
(('brothel', 'clinic'), 0.00998003992015968)
(('clinic', 'register_office'), 0.00998003992015968)
(('kick-scooter_rental', 'clinic'), 0.00998003992015968)
(('clinic', 'photo_lab'), 0.00998003992015968)
(('kindergarten', 'smoking_area'), 0.009940357852882704)
(('townhall', 'kindergarten'), 0.009940357852882704)
(('monastery', 'kindergarten'), 0.009940357852882704)
(('gym', 'training'), 0.009900990099009901)
(('vehicle_inspection', 'training'), 0.009900990099009901)
(('drinking_water', 'training'), 0.009900990099009901)
(('fountain', 'gallery'), 0.009900990099009901)
(('fountain', 'office'), 0.009900990099009901)
(('yacht_club', 'training'), 0.009900990099009901)
(('action_house', 'training'), 0.009900990099009901)
(('outpost', 'training'), 0.009900990099009901)
(('money_transfer', 'training'), 0.009900990099009901)
(('training', 'security_booth'), 0.009900990099009901)
(('training', 'car_rental'), 0.009900990099009901)
(('fountain', 'car_sharing'), 0.009900990099009901)
(('training', 'animal_boarding'), 0.009900990099009901)
(('training', 'musical_school'), 0.009900990099009901)
(('training', 'parking_space'), 0.009900990099009901)
(('training', 'public_bookcase'), 0.009900990099009901)
(('training', 'stripclub'), 0.009900990099009901)
(('fountain', 'arts_school'), 0.009900990099009901)
(('fountain', 'boat_rental'), 0.009900990099009901)
