Duration: 950 s  
Number of collocations: 3582 
(('feeding_place', 'feeding_place'), 1)
(('hookah_lounge', 'shelter'), 0.03361344537815126)
(('language_school', 'shelter'), 0.03361344537815126)
(('courthouse', 'shelter'), 0.03361344537815126)
(('bicycle_rental', 'marketplace'), 0.03333333333333333)
(('toilets', 'monastery'), 0.03333333333333333)
(('device_charging_station', 'bicycle_rental'), 0.03333333333333333)
(('taxi', 'bicycle_rental'), 0.03333333333333333)
(('public_service', 'bicycle_rental'), 0.03333333333333333)
(('childcare', 'toilets'), 0.03333333333333333)
(('toilets', 'social_facility'), 0.03333333333333333)
(('toilets', 'courthouse'), 0.03333333333333333)
(('ice_cream', 'waste_disposal'), 0.03323836657169991)
(('waste_disposal', 'marketplace'), 0.03323836657169991)
(('driving_school', 'parking_entrance'), 0.03314917127071823)
(('parking_entrance', 'car_rental'), 0.03314917127071823)
(('ice_cream', 'parking'), 0.03303185214313802)
(('waste_basket', 'monastery'), 0.03297609233305853)
(('waste_basket', 'translator'), 0.03297609233305853)
(('bicycle_parking', 'veterinary'), 0.03293413173652695)
(('stripclub', 'place_of_worship'), 0.03287671232876712)
(('bar', 'studio'), 0.03278688524590164)
(('stripclub', 'university'), 0.03278688524590164)
(('courthouse', 'university'), 0.03278688524590164)
(('restaurant', 'childcare'), 0.03271604938271605)
(('language_school', 'atm'), 0.03268945022288262)
(('bank', 'fire_station'), 0.03254437869822485)
(('pub', 'kick-scooter_rental'), 0.032388663967611336)
(('public_service', 'dentist'), 0.03235294117647059)
(('dentist', 'security_booth'), 0.03235294117647059)
(('waste_disposal', 'driving_school'), 0.032288698955365625)
(('fire_station', 'post_office'), 0.03225806451612903)
(('studio', 'bureau_de_change'), 0.03225806451612903)
(('music_school', 'post_office'), 0.03225806451612903)
(('post_office', 'hospital'), 0.03225806451612903)
(('studio', 'post_office'), 0.03225806451612903)
(('bureau_de_change', 'ice_cream'), 0.03225806451612903)
(('bureau_de_change', 'love_hotel'), 0.03225806451612903)
(('waste_basket', 'arts_centre'), 0.03215169002473207)
(('bench', 'fire_station'), 0.032061558191728116)
(('social_facility', 'post_box'), 0.031914893617021274)
(('childcare', 'post_box'), 0.031914893617021274)
(('post_box', 'food_court'), 0.031914893617021274)
(('post_box', 'coworking_space'), 0.031914893617021274)
(('studio', 'post_box'), 0.031914893617021274)
(('pharmacy', 'food_court'), 0.03189066059225513)
(('cafe', 'monastery'), 0.031746031746031744)
(('hookah_lounge', 'music_school'), 0.031746031746031744)
(('hookah_lounge', 'public_bookcase'), 0.031746031746031744)
(('hookah_lounge', 'public_building'), 0.031746031746031744)
(('charging_station', 'school'), 0.03164556962025317)
(('driving_school', 'bank'), 0.03155818540433925)
(('bicycle_parking', 'monastery'), 0.03143712574850299)
(('car_wash', 'community_centre'), 0.03139013452914798)
(('car_wash', 'smoking_area'), 0.03139013452914798)
(('atm', 'music_school'), 0.031203566121842496)
(('police', 'taxi'), 0.031007751937984496)
(('fast_food', 'music_school'), 0.03078556263269639)
(('toilets', 'stripclub'), 0.03076923076923077)
(('waste_basket', 'charging_station'), 0.030502885408079144)
(('taxi', 'parking_entrance'), 0.03038674033149171)
(('parking_entrance', 'marketplace'), 0.03038674033149171)
(('parking_entrance', 'monastery'), 0.03038674033149171)
(('childcare', 'recycling'), 0.030303030303030304)
(('recycling', 'vehicle_inspection'), 0.030303030303030304)
(('recycling', 'gallery'), 0.030303030303030304)
(('recycling', 'studio'), 0.030303030303030304)
(('ice_cream', 'recycling'), 0.030303030303030304)
(('device_charging_station', 'recycling'), 0.030303030303030304)
(('restaurant', 'marketplace'), 0.030246913580246913)
(('theatre', 'monastery'), 0.030120481927710843)
(('theatre', 'shelter'), 0.030120481927710843)
(('theatre', 'brothel'), 0.030120481927710843)
(('theatre', 'scooter_rental'), 0.030120481927710843)
(('theatre', 'public_building'), 0.030120481927710843)
(('ice_cream', 'library'), 0.03007518796992481)
(('library', 'public_service'), 0.03007518796992481)
(('childcare', 'library'), 0.03007518796992481)
(('library', 'studio'), 0.03007518796992481)
(('childcare', 'bicycle_rental'), 0.03)
(('bicycle_rental', 'fire_station'), 0.03)
(('bicycle_rental', 'studio'), 0.03)
(('clinic', 'love_hotel'), 0.029940119760479042)
(('bicycle_parking', 'studio'), 0.029940119760479042)
(('clinic', 'childcare'), 0.029940119760479042)
(('clinic', 'music_school'), 0.029940119760479042)
(('food_court', 'clinic'), 0.029940119760479042)
(('gym', 'community_centre'), 0.029850746268656716)
(('community_centre', 'music_school'), 0.029850746268656716)
(('community_centre', 'drinking_water'), 0.029850746268656716)
(('public_service', 'community_centre'), 0.029850746268656716)
(('food_court', 'community_centre'), 0.029850746268656716)
(('community_centre', 'photo_lab'), 0.029850746268656716)
(('community_centre', 'ice_cream'), 0.029850746268656716)
(('register_office', 'community_centre'), 0.029850746268656716)
(('community_centre', 'monastery'), 0.029850746268656716)
(('music_school', 'kindergarten'), 0.02982107355864811)
(('kindergarten', 'ice_cream'), 0.02982107355864811)
(('fast_food', 'driving_school'), 0.029723991507430998)
(('studio', 'atm'), 0.029717682020802376)
(('ice_cream', 'training'), 0.0297029702970297)
(('food_court', 'fountain'), 0.0297029702970297)
(('restaurant', 'studio'), 0.02962962962962963)
(('public_service', 'school'), 0.029535864978902954)
(('driving_school', 'school'), 0.029535864978902954)
(('bar', 'coworking_space'), 0.029508196721311476)
(('drinking_water', 'bar'), 0.029508196721311476)
(('bar', 'ice_cream'), 0.029508196721311476)
(('bar', 'kick-scooter_rental'), 0.029508196721311476)
(('bar', 'photo_lab'), 0.029508196721311476)
(('language_school', 'parking'), 0.029492725127801808)
(('waste_disposal', 'fire_station'), 0.029439696106362774)
(('dentist', 'driving_school'), 0.029411764705882353)
(('taxi', 'dentist'), 0.029411764705882353)
(('dentist', 'fire_station'), 0.029411764705882353)
(('restaurant', 'drinking_water'), 0.029012345679012345)
(('vending_machine', 'studio'), 0.028877005347593583)
(('studio', 'parking'), 0.028706252457727094)
(('bank', 'veterinary'), 0.028599605522682446)
(('bank', 'townhall'), 0.028599605522682446)
(('waste_disposal', 'studio'), 0.02849002849002849)
(('cafe', 'driving_school'), 0.028461959496442254)
(('bicycle_parking', 'coworking_space'), 0.02844311377245509)
(('bicycle_parking', 'kick-scooter_rental'), 0.02844311377245509)
(('doctors', 'music_school'), 0.028368794326241134)
(('pub', 'childcare'), 0.02834008097165992)
(('pub', 'townhall'), 0.02834008097165992)
(('pub', 'monastery'), 0.02834008097165992)
(('pub', 'photo_lab'), 0.02834008097165992)
(('music_school', 'parking'), 0.028313016122689737)
(('driving_school', 'kindergarten'), 0.027833001988071572)
(('nightclub', 'kindergarten'), 0.027833001988071572)
(('college', 'marketplace'), 0.027777777777777776)
(('food_court', 'college'), 0.027777777777777776)
(('studio', 'college'), 0.027777777777777776)
(('cinema', 'college'), 0.027777777777777776)
(('college', 'monastery'), 0.027777777777777776)
(('smoking_area', 'fast_food'), 0.027600849256900213)
(('coworking_space', 'embassy'), 0.027586206896551724)
(('embassy', 'shelter'), 0.027586206896551724)
(('fuel', 'community_centre'), 0.027586206896551724)
(('fuel', 'hookah_lounge'), 0.027586206896551724)
(('driving_school', 'fuel'), 0.027586206896551724)
(('fuel', 'fire_station'), 0.027586206896551724)
(('arts_centre', 'fuel'), 0.027586206896551724)
(('bench', 'food_court'), 0.027572940044886182)
(('music_school', 'pharmacy'), 0.02733485193621868)
(('car_rental', 'fire_station'), 0.02702702702702703)
(('drinking_water', 'taxi'), 0.02702702702702703)
(('drinking_water', 'food_court'), 0.02702702702702703)
(('taxi', 'fire_station'), 0.02702702702702703)
(('food_court', 'fire_station'), 0.02702702702702703)
(('register_office', 'fire_station'), 0.02702702702702703)
(('shower', 'drinking_water'), 0.02702702702702703)
(('drinking_water', 'ferry_terminal'), 0.02702702702702703)
(('boat_rental', 'fire_station'), 0.02702702702702703)
(('recycling', 'drinking_water'), 0.02702702702702703)
(('drinking_water', 'studio'), 0.02702702702702703)
(('drinking_water', 'hookah_lounge'), 0.02702702702702703)
(('planetarium', 'fire_station'), 0.02702702702702703)
(('action_house', 'fire_station'), 0.02702702702702703)
(('bureau_de_change', 'drinking_water'), 0.02702702702702703)
(('love_hotel', 'fire_station'), 0.02702702702702703)
(('drinking_water', 'register_office'), 0.02702702702702703)
(('coworking_space', 'drinking_water'), 0.02702702702702703)
(('stripclub', 'fire_station'), 0.02702702702702703)
(('public_service', 'drinking_water'), 0.02702702702702703)
(('drinking_water', 'music_school'), 0.02702702702702703)
(('piano', 'drinking_water'), 0.02702702702702703)
(('drinking_water', 'motorcycle_parking'), 0.02702702702702703)
(('drinking_water', 'marketplace'), 0.02702702702702703)
(('monastery', 'fire_station'), 0.02702702702702703)
(('public_building', 'fire_station'), 0.02702702702702703)
(('fire_station', 'public_service'), 0.02702702702702703)
(('dormitory', 'fire_station'), 0.02702702702702703)
(('car_wash', 'studio'), 0.026905829596412557)
(('veterinary', 'car_wash'), 0.026905829596412557)
(('stripclub', 'car_wash'), 0.026905829596412557)
(('social_facility', 'car_wash'), 0.026905829596412557)
(('stripclub', 'parking'), 0.026740070782540308)
(('bicycle_rental', 'food_court'), 0.02666666666666667)
(('device_charging_station', 'bank'), 0.026627218934911243)
(('marketplace', 'hospital'), 0.02654867256637168)
(('ice_cream', 'hospital'), 0.02654867256637168)
(('charging_station', 'hospital'), 0.02654867256637168)
(('hospital', 'taxi'), 0.02654867256637168)
(('studio', 'hospital'), 0.02654867256637168)
(('drinking_water', 'hospital'), 0.02654867256637168)
(('mortuary', 'hospital'), 0.02654867256637168)
(('driving_school', 'restaurant'), 0.02654320987654321)
(('restaurant', 'coworking_space'), 0.02654320987654321)
(('dentist', 'monastery'), 0.026470588235294117)
(('fire_station', 'parking'), 0.02634683444750295)
(('public_service', 'clock'), 0.02631578947368421)
(('telephone', 'smoking_area'), 0.02631578947368421)
(('social_facility', 'clock'), 0.02631578947368421)
(('ferry_terminal', 'clock'), 0.02631578947368421)
(('clock', 'drinking_water'), 0.02631578947368421)
(('telephone', 'studio'), 0.02631578947368421)
(('telephone', 'townhall'), 0.02631578947368421)
(('clock', 'mortuary'), 0.02631578947368421)
(('clock', 'rescue_station'), 0.02631578947368421)
(('clock', 'monastery'), 0.02631578947368421)
(('love_hotel', 'clock'), 0.02631578947368421)
(('clock', 'language_school'), 0.02631578947368421)
(('studio', 'clock'), 0.02631578947368421)
(('bar', 'marketplace'), 0.02622950819672131)
(('bench', 'translator'), 0.025969862135299775)
(('ice_cream', 'post_office'), 0.025806451612903226)
(('post_office', 'ferry_terminal'), 0.025806451612903226)
(('post_office', 'driving_school'), 0.025806451612903226)
(('vending_machine', 'driving_school'), 0.025668449197860963)
(('childcare', 'vending_machine'), 0.025668449197860963)
(('device_charging_station', 'vending_machine'), 0.025668449197860963)
(('waste_disposal', 'drinking_water'), 0.02564102564102564)
(('toilets', 'language_school'), 0.02564102564102564)
(('smoking_area', 'bicycle_parking'), 0.025449101796407185)
(('stripclub', 'school'), 0.02531645569620253)
(('school', 'childcare'), 0.02531645569620253)
(('driving_school', 'shelter'), 0.025210084033613446)
(('ice_cream', 'shelter'), 0.025210084033613446)
(('shelter', 'cinema'), 0.025210084033613446)
(('outpost', 'shelter'), 0.025210084033613446)
(('shelter', 'public_service'), 0.025210084033613446)
(('security_booth', 'shelter'), 0.025210084033613446)
(('public_service', 'bench'), 0.025008015389547934)
(('charging_station', 'parking'), 0.02477388910735352)
(('device_charging_station', 'fountain'), 0.024752475247524754)
(('waste_basket', 'townhall'), 0.0247320692497939)
(('drinking_water', 'vending_machine'), 0.02459893048128342)
(('driving_school', 'university'), 0.02459016393442623)
(('drinking_water', 'pub'), 0.024291497975708502)
(('pub', 'studio'), 0.024291497975708502)
(('pub', 'internet_cafe'), 0.024291497975708502)
(('theatre', 'drinking_water'), 0.024096385542168676)
(('theatre', 'action_house'), 0.024096385542168676)
(('taxi', 'theatre'), 0.024096385542168676)
(('device_charging_station', 'theatre'), 0.024096385542168676)
(('pharmacy', 'studio'), 0.023917995444191344)
(('waste_basket', 'taxi'), 0.023907666941467436)
(('cinema', 'kindergarten'), 0.02385685884691849)
(('courthouse', 'clock'), 0.023809523809523808)
(('courthouse', 'brothel'), 0.023809523809523808)
(('language_school', 'courthouse'), 0.023809523809523808)
(('taxi', 'courthouse'), 0.023809523809523808)
(('photo_booth', 'courthouse'), 0.023809523809523808)
(('public_service', 'courthouse'), 0.023809523809523808)
(('courthouse', 'smoking_area'), 0.023809523809523808)
(('kick-scooter_rental', 'courthouse'), 0.023809523809523808)
(('courthouse', 'food_court'), 0.023809523809523808)
(('courthouse', 'marketplace'), 0.023809523809523808)
(('courthouse', 'ice_cream'), 0.023809523809523808)
(('charging_station', 'courthouse'), 0.023809523809523808)
(('grit_bin', 'courthouse'), 0.023809523809523808)
(('device_charging_station', 'courthouse'), 0.023809523809523808)
(('courthouse', 'drinking_water'), 0.023809523809523808)
(('courthouse', 'register_office'), 0.023809523809523808)
(('ice_cream', 'vending_machine'), 0.023529411764705882)
(('ferry_terminal', 'bicycle_rental'), 0.023333333333333334)
(('bicycle_rental', 'driving_school'), 0.023333333333333334)
(('bicycle_rental', 'veterinary'), 0.023333333333333334)
(('bicycle_rental', 'music_school'), 0.023333333333333334)
(('coworking_space', 'bicycle_rental'), 0.023333333333333334)
(('vehicle_inspection', 'police'), 0.023255813953488372)
(('device_charging_station', 'police'), 0.023255813953488372)
(('police', 'drinking_water'), 0.023255813953488372)
(('public_service', 'police'), 0.023255813953488372)
(('public_building', 'police'), 0.023255813953488372)
(('studio', 'school'), 0.023206751054852322)
(('waste_basket', 'food_court'), 0.023083264633140973)
(('coworking_space', 'toilets'), 0.023076923076923078)
(('bar', 'driving_school'), 0.022950819672131147)
(('music_school', 'bar'), 0.022950819672131147)
(('car_rental', 'bank'), 0.022682445759368838)
(('library', 'monastery'), 0.022556390977443608)
(('library', 'stripclub'), 0.022556390977443608)
(('library', 'prison'), 0.022556390977443608)
(('library', 'public_building'), 0.022556390977443608)
(('vending_machine', 'food_court'), 0.022459893048128343)
(('bicycle_parking', 'yacht_club'), 0.02245508982035928)
(('coworking_space', 'cafe'), 0.022441160372194856)
(('car_wash', 'car_rental'), 0.02242152466367713)
(('car_wash', 'language_school'), 0.02242152466367713)
(('car_wash', 'security_booth'), 0.02242152466367713)
(('car_wash', 'driving_school'), 0.02242152466367713)
(('public_service', 'car_wash'), 0.02242152466367713)
(('waste_basket', 'fire_station'), 0.02225886232481451)
(('public_service', 'veterinary'), 0.022222222222222223)
(('social_facility', 'monastery'), 0.022222222222222223)
(('veterinary', 'love_hotel'), 0.022222222222222223)
(('restaurant', 'love_hotel'), 0.022222222222222223)
(('social_facility', 'translator'), 0.022222222222222223)
(('payment_terminal', 'veterinary'), 0.022222222222222223)
(('veterinary', 'driving_school'), 0.022222222222222223)
(('veterinary', 'marketplace'), 0.022222222222222223)
(('veterinary', 'security_booth'), 0.022222222222222223)
(('social_facility', 'stripclub'), 0.022222222222222223)
(('veterinary', 'social_facility'), 0.022222222222222223)
(('veterinary', 'townhall'), 0.022222222222222223)
(('ice_cream', 'social_facility'), 0.022222222222222223)
(('internet_cafe', 'social_facility'), 0.022222222222222223)
(('social_facility', 'kick-scooter_rental'), 0.022222222222222223)
(('social_facility', 'clothes_dryer'), 0.022222222222222223)
(('veterinary', 'taxi'), 0.022222222222222223)
(('veterinary', 'public_building'), 0.022222222222222223)
(('social_facility', 'grit_bin'), 0.022222222222222223)
(('device_charging_station', 'veterinary'), 0.022222222222222223)
(('veterinary', 'stripclub'), 0.022222222222222223)
(('social_facility', 'public_building'), 0.022222222222222223)
(('veterinary', 'music_school'), 0.022222222222222223)
(('veterinary', 'vehicle_inspection'), 0.022222222222222223)
(('veterinary', 'clothes_dryer'), 0.022222222222222223)
(('studio', 'veterinary'), 0.022222222222222223)
(('fire_station', 'veterinary'), 0.022222222222222223)
(('drinking_water', 'parking_entrance'), 0.022099447513812154)
(('parking_entrance', 'yacht_club'), 0.022099447513812154)
(('taxi', 'parking'), 0.02202123476209202)
(('ice_cream', 'clinic'), 0.021956087824351298)
(('public_service', 'place_of_worship'), 0.021917808219178082)
(('studio', 'place_of_worship'), 0.021917808219178082)
(('veterinary', 'arts_centre'), 0.021739130434782608)
(('arts_centre', 'music_school'), 0.021739130434782608)
(('arts_centre', 'townhall'), 0.021739130434782608)
(('stripclub', 'arts_centre'), 0.021739130434782608)
(('car_rental', 'arts_centre'), 0.021739130434782608)
(('taxi', 'arts_centre'), 0.021739130434782608)
(('arts_centre', 'fire_station'), 0.021739130434782608)
(('device_charging_station', 'arts_centre'), 0.021739130434782608)
(('register_office', 'arts_centre'), 0.021739130434782608)
(('piano', 'arts_centre'), 0.021739130434782608)
(('arts_centre', 'motorcycle_parking'), 0.021739130434782608)
(('arts_centre', 'dormitory'), 0.021739130434782608)
(('bank', 'childcare'), 0.021696252465483234)
(('bank', 'monastery'), 0.021696252465483234)
(('smoking_area', 'bureau_de_change'), 0.021505376344086023)
(('bureau_de_change', 'courthouse'), 0.021505376344086023)
(('bureau_de_change', 'veterinary'), 0.021505376344086023)
(('bureau_de_change', 'lockers'), 0.021505376344086023)
(('waste_basket', 'driving_school'), 0.021434460016488046)
(('doctors', 'security_booth'), 0.02127659574468085)
(('post_box', 'ferry_terminal'), 0.02127659574468085)
(('love_hotel', 'post_box'), 0.02127659574468085)
(('love_hotel', 'doctors'), 0.02127659574468085)
(('doctors', 'car_rental'), 0.02127659574468085)
(('doctors', 'drinking_water'), 0.02127659574468085)
(('doctors', 'coworking_space'), 0.02127659574468085)
(('taxi', 'doctors'), 0.02127659574468085)
(('device_charging_station', 'post_box'), 0.02127659574468085)
(('post_box', 'public_building'), 0.02127659574468085)
(('food_court', 'doctors'), 0.02127659574468085)
(('post_box', 'photo_lab'), 0.02127659574468085)
(('post_box', 'music_school'), 0.02127659574468085)
(('doctors', 'monastery'), 0.02127659574468085)
(('post_box', 'drinking_water'), 0.02127659574468085)
(('social_facility', 'fast_food'), 0.021231422505307854)
(('school', 'marketplace'), 0.02109704641350211)
(('ice_cream', 'school'), 0.02109704641350211)
(('love_hotel', 'school'), 0.02109704641350211)
(('school', 'townhall'), 0.02109704641350211)
(('restaurant', 'car_rental'), 0.020987654320987655)
(('smoking_area', 'cafe'), 0.02079912424740011)
(('fuel', 'embassy'), 0.020689655172413793)
(('driving_school', 'embassy'), 0.020689655172413793)
(('recycling', 'embassy'), 0.020689655172413793)
(('public_service', 'fuel'), 0.020689655172413793)
(('bureau_de_change', 'fuel'), 0.020689655172413793)
(('fuel', 'grit_bin'), 0.020689655172413793)
(('fuel', 'childcare'), 0.020689655172413793)
(('dentist', 'marketplace'), 0.020588235294117647)
(('dentist', 'love_hotel'), 0.020588235294117647)
(('dentist', 'car_rental'), 0.020588235294117647)
(('toilets', 'boat_rental'), 0.020512820512820513)
(('charging_station', 'toilets'), 0.020512820512820513)
(('public_service', 'university'), 0.020491803278688523)
(('coworking_space', 'university'), 0.020491803278688523)
(('love_hotel', 'university'), 0.020491803278688523)
(('food_court', 'university'), 0.020491803278688523)
(('childcare', 'university'), 0.020491803278688523)
(('studio', 'university'), 0.020491803278688523)
(('driving_school', 'parking'), 0.020448289421942586)
(('marketplace', 'clinic'), 0.01996007984031936)
(('driving_school', 'clinic'), 0.01996007984031936)
(('clinic', 'studio'), 0.01996007984031936)
(('clinic', 'public_building'), 0.01996007984031936)
(('childcare', 'kindergarten'), 0.019880715705765408)
(('taxi', 'kindergarten'), 0.019880715705765408)
(('boat_rental', 'training'), 0.019801980198019802)
(('fountain', 'childcare'), 0.019801980198019802)
(('love_hotel', 'training'), 0.019801980198019802)
(('fountain', 'monastery'), 0.019801980198019802)
(('brothel', 'training'), 0.019801980198019802)
(('scooter_rental', 'fountain'), 0.019801980198019802)
(('training', 'photo_booth'), 0.019801980198019802)
(('training', 'coworking_space'), 0.019801980198019802)
(('social_facility', 'fountain'), 0.019801980198019802)
(('marketplace', 'fountain'), 0.019801980198019802)
(('kick-scooter_rental', 'training'), 0.019801980198019802)
(('kick-scooter_rental', 'fountain'), 0.019801980198019802)
(('training', 'photo_lab'), 0.019801980198019802)
(('training', 'device_charging_station'), 0.019801980198019802)
(('taxi', 'training'), 0.019801980198019802)
(('waste_basket', 'grit_bin'), 0.01978565539983512)
(('restaurant', 'smoking_area'), 0.019753086419753086)
(('bank', 'love_hotel'), 0.01972386587771203)
(('cafe', 'townhall'), 0.019704433497536946)
(('bar', 'yacht_club'), 0.019672131147540985)
(('bar', 'scooter_rental'), 0.019672131147540985)
(('bicycle_parking', 'public_bookcase'), 0.019461077844311378)
(('device_charging_station', 'pharmacy'), 0.0193621867881549)
(('childcare', 'pharmacy'), 0.0193621867881549)
(('coworking_space', 'post_office'), 0.01935483870967742)
(('post_office', 'charging_station'), 0.01935483870967742)
(('post_office', 'kick-scooter_rental'), 0.01935483870967742)
(('parking_entrance', 'vehicle_inspection'), 0.019337016574585635)
(('smoking_area', 'parking'), 0.019268580416830515)
(('vending_machine', 'monastery'), 0.019251336898395723)
(('bench', 'coworking_space'), 0.01923693491503687)
(('love_hotel', 'place_of_worship'), 0.019178082191780823)
(('place_of_worship', 'smoking_area'), 0.019178082191780823)
(('place_of_worship', 'townhall'), 0.019178082191780823)
(('parking_space', 'place_of_worship'), 0.019178082191780823)
(('restaurant', 'townhall'), 0.019135802469135803)
(('fast_food', 'lockers'), 0.01910828025477707)
(('clock', 'school'), 0.0189873417721519)
(('waste_basket', 'love_hotel'), 0.018961253091508656)
(('waste_basket', 'feeding_place'), 0.018961253091508656)
(('food_court', 'parking'), 0.018875344081793158)
(('register_office', 'cinema'), 0.018867924528301886)
(('cinema', 'ferry_terminal'), 0.018867924528301886)
(('cinema', 'veterinary'), 0.018867924528301886)
(('cinema', 'action_house'), 0.018867924528301886)
(('cinema', 'driving_school'), 0.018867924528301886)
(('cinema', 'publisher'), 0.018867924528301886)
(('studio', 'cinema'), 0.018867924528301886)
(('cinema', 'photo_booth'), 0.018867924528301886)
(('cinema', 'rescue_station'), 0.018867924528301886)
(('cinema', 'public_building'), 0.018867924528301886)
(('customs', 'cinema'), 0.018867924528301886)
(('cinema', 'clothes_dryer'), 0.018867924528301886)
(('music_school', 'cinema'), 0.018867924528301886)
(('arts_school', 'cinema'), 0.018867924528301886)
(('boat_rental', 'cinema'), 0.018867924528301886)
(('bench', 'driving_school'), 0.018595703751202307)
(('college', 'taxi'), 0.018518518518518517)
(('clock', 'college'), 0.018518518518518517)
(('college', 'coworking_space'), 0.018518518518518517)
(('language_school', 'college'), 0.018518518518518517)
(('public_service', 'college'), 0.018518518518518517)
(('college', 'social_facility'), 0.018518518518518517)
(('courthouse', 'college'), 0.018518518518518517)
(('musical_school', 'college'), 0.018518518518518517)
(('drinking_water', 'parking'), 0.0184821077467558)
(('childcare', 'parking'), 0.0184821077467558)
(('vending_machine', 'smoking_area'), 0.01818181818181818)
(('waste_basket', 'coworking_space'), 0.018136850783182192)
(('ice_cream', 'theatre'), 0.018072289156626505)
(('theatre', 'rescue_station'), 0.018072289156626505)
(('fast_food', 'childcare'), 0.018046709129511677)
(('waste_disposal', 'love_hotel'), 0.018043684710351376)
(('public_service', 'clinic'), 0.017964071856287425)
(('clinic', 'townhall'), 0.017964071856287425)
(('ferry_terminal', 'toilets'), 0.017948717948717947)
(('driving_school', 'toilets'), 0.017948717948717947)
(('toilets', 'rescue_station'), 0.017948717948717947)
(('car_wash', 'music_school'), 0.017937219730941704)
(('coworking_space', 'car_wash'), 0.017937219730941704)
(('device_charging_station', 'car_wash'), 0.017937219730941704)
(('fire_station', 'kindergarten'), 0.017892644135188866)
(('atm', 'monastery'), 0.017830609212481426)
(('courthouse', 'hospital'), 0.017699115044247787)
(('public_building', 'hospital'), 0.017699115044247787)
(('dentist', 'studio'), 0.01764705882352941)
(('veterinary', 'nightclub'), 0.017543859649122806)
(('telephone', 'photo_booth'), 0.017543859649122806)
(('vehicle_inspection', 'telephone'), 0.017543859649122806)
(('car_rental', 'telephone'), 0.017543859649122806)
(('telephone', 'outpost'), 0.017543859649122806)
(('telephone', 'translator'), 0.017543859649122806)
(('driving_school', 'telephone'), 0.017543859649122806)
(('nightclub', 'language_school'), 0.017543859649122806)
(('nightclub', 'taxi'), 0.017543859649122806)
(('internet_cafe', 'nightclub'), 0.017543859649122806)
(('nightclub', 'kick-scooter_rental'), 0.017543859649122806)
(('nightclub', 'official'), 0.017543859649122806)
(('telephone', 'kick-scooter_rental'), 0.017543859649122806)
(('telephone', 'coworking_space'), 0.017543859649122806)
(('nightclub', 'fire_station'), 0.017543859649122806)
(('nightclub', 'register_office'), 0.017543859649122806)
(('telephone', 'arts_school'), 0.017543859649122806)
(('cafe', 'car_rental'), 0.01751505199781062)
(('study', 'payment_terminal'), 0.017241379310344827)
(('payment_terminal', 'grit_bin'), 0.017241379310344827)
(('payment_terminal', 'photo_booth'), 0.017241379310344827)
(('studio', 'payment_terminal'), 0.017241379310344827)
(('payment_terminal', 'ticket_validator'), 0.017241379310344827)
(('payment_terminal', 'device_charging_station'), 0.017241379310344827)
(('payment_terminal', 'music_school'), 0.017241379310344827)
(('payment_terminal', 'arts_school'), 0.017241379310344827)
(('fast_food', 'monastery'), 0.016985138004246284)
(('public_building', 'school'), 0.016877637130801686)
(('device_charging_station', 'shelter'), 0.01680672268907563)
(('rescue_station', 'shelter'), 0.01680672268907563)
(('shelter', 'arts_centre'), 0.01680672268907563)
(('fire_station', 'shelter'), 0.01680672268907563)
(('food_court', 'shelter'), 0.01680672268907563)
(('marketplace', 'shelter'), 0.01680672268907563)
(('bench', 'townhall'), 0.01667201025969862)
(('car_rental', 'bicycle_rental'), 0.016666666666666666)
(('parking_entrance', 'motorcycle_parking'), 0.016574585635359115)
(('register_office', 'parking_entrance'), 0.016574585635359115)
(('coworking_space', 'parking_entrance'), 0.016574585635359115)
(('love_hotel', 'bicycle_parking'), 0.016467065868263474)
(('driving_school', 'bicycle_parking'), 0.016467065868263474)
(('place_of_worship', 'register_office'), 0.01643835616438356)
(('place_of_worship', 'marketplace'), 0.01643835616438356)
(('cafe', 'love_hotel'), 0.016420361247947456)
(('university', 'car_rental'), 0.01639344262295082)
(('university', 'security_booth'), 0.01639344262295082)
(('taxi', 'university'), 0.01639344262295082)
(('bar', 'rescue_station'), 0.01639344262295082)
(('university', 'monastery'), 0.01639344262295082)
(('public_bookcase', 'bar'), 0.01639344262295082)
(('atm', 'drinking_water'), 0.01634472511144131)
(('atm', 'childcare'), 0.01634472511144131)
(('driving_school', 'atm'), 0.01634472511144131)
(('photo_booth', 'atm'), 0.01634472511144131)
(('atm', 'townhall'), 0.01634472511144131)
(('atm', 'coworking_space'), 0.01634472511144131)
(('car_rental', 'waste_disposal'), 0.016144349477682812)
(('public_building', 'vending_machine'), 0.016042780748663103)
(('clinic', 'smoking_area'), 0.015968063872255488)
(('kindergarten', 'studio'), 0.015904572564612324)
(('kindergarten', 'stripclub'), 0.015904572564612324)
(('hookah_lounge', 'smoking_area'), 0.015873015873015872)
(('ice_cream', 'hookah_lounge'), 0.015873015873015872)
(('hookah_lounge', 'clothes_dryer'), 0.015873015873015872)
(('hookah_lounge', 'device_charging_station'), 0.015873015873015872)
(('hookah_lounge', 'coworking_space'), 0.015873015873015872)
(('hookah_lounge', 'townhall'), 0.015873015873015872)
(('public_service', 'hookah_lounge'), 0.015873015873015872)
(('hookah_lounge', 'car_rental'), 0.015873015873015872)
(('driving_school', 'hookah_lounge'), 0.015873015873015872)
(('hookah_lounge', 'motorcycle_parking'), 0.015873015873015872)
(('hookah_lounge', 'monastery'), 0.015873015873015872)
(('hookah_lounge', 'marketplace'), 0.015873015873015872)
