Duration: 258 s 
Number of collocations: 2217
(('payment_terminal', 'payment_terminal'), 1)
(('marketplace', 'parking_space'), 0.0234375)
(('food_court', 'pharmacy'), 0.022935779816513763)
(('townhall', 'pharmacy'), 0.022935779816513763)
(('pharmacy', 'studio'), 0.022935779816513763)
(('cafe', 'car_wash'), 0.022727272727272728)
(('fuel', 'police'), 0.022727272727272728)
(('bicycle_repair_station', 'fuel'), 0.022727272727272728)
(('fuel', 'university'), 0.022727272727272728)
(('telephone', 'fuel'), 0.022727272727272728)
(('ice_cream', 'fuel'), 0.022727272727272728)
(('fuel', 'theatre'), 0.022727272727272728)
(('bureau_de_change', 'fuel'), 0.022727272727272728)
(('bar', 'fuel'), 0.022727272727272728)
(('bus_station', 'fuel'), 0.022727272727272728)
(('pub', 'fuel'), 0.022727272727272728)
(('atm', 'vacuum_cleaner'), 0.022641509433962263)
(('bbq', 'atm'), 0.022641509433962263)
(('restaurant', 'advertising'), 0.022535211267605635)
(('bicycle_parking', 'food_court'), 0.02247191011235955)
(('bench', 'dentist'), 0.022135416666666668)
(('bench', 'monastery'), 0.022135416666666668)
(('vacuum_cleaner', 'parking'), 0.02213047068538398)
(('drinking_water', 'shelter'), 0.02180232558139535)
(('nursing_home', 'parking'), 0.02180016515276631)
(('compressed_air', 'parking'), 0.021469859620148638)
(('vending_machine', 'cinema'), 0.020942408376963352)
(('vending_machine', 'social_facility'), 0.020942408376963352)
(('compressed_air', 'vending_machine'), 0.020942408376963352)
(('school', 'fire_station'), 0.020491803278688523)
(('telephone', 'school'), 0.020491803278688523)
(('recycling', 'drinking_water'), 0.020477815699658702)
(('recycling', 'social_facility'), 0.020477815699658702)
(('recycling', 'hospital'), 0.020477815699658702)
(('clinic', 'shelter'), 0.020348837209302327)
(('studio', 'parking'), 0.02014863748967795)
(('bbq', 'waste_disposal'), 0.019851116625310174)
(('financial_advice', 'waste_disposal'), 0.019851116625310174)
(('vacuum_cleaner', 'waste_disposal'), 0.019851116625310174)
(('compressed_air', 'waste_disposal'), 0.019851116625310174)
(('vacuum_cleaner', 'fast_food'), 0.0196078431372549)
(('fast_food', 'luggage_locker'), 0.0196078431372549)
(('pub', 'luggage_locker'), 0.0196078431372549)
(('fast_food', 'parking_space'), 0.0196078431372549)
(('fast_food', 'lombard_banking'), 0.0196078431372549)
(('fast_food', 'college'), 0.0196078431372549)
(('waste_basket', 'pub'), 0.0196078431372549)
(('bbq', 'pub'), 0.0196078431372549)
(('food_court', 'pub'), 0.0196078431372549)
(('pub', 'car_rental'), 0.0196078431372549)
(('pub', 'prison'), 0.0196078431372549)
(('pub', 'veterinary'), 0.0196078431372549)
(('fast_food', 'compressed_air'), 0.0196078431372549)
(('bank', 'courthouse'), 0.01948051948051948)
(('food_court', 'shelter'), 0.0188953488372093)
(('ice_cream', 'shelter'), 0.0188953488372093)
(('atm', 'social_facility'), 0.018867924528301886)
(('compressed_air', 'atm'), 0.018867924528301886)
(('atm', 'beater'), 0.018867924528301886)
(('drinking_water', 'parking'), 0.018827415359207268)
(('pharmacy', 'baby_hatch'), 0.01834862385321101)
(('pharmacy', 'monastery'), 0.01834862385321101)
(('bench', 'social_facility'), 0.018229166666666668)
(('parking_entrance', 'monastery'), 0.01818181818181818)
(('bicycle_rental', 'luggage_locker'), 0.017699115044247787)
(('bicycle_rental', 'childcare'), 0.017699115044247787)
(('bicycle_rental', 'car_rental'), 0.017699115044247787)
(('bicycle_rental', 'advertising'), 0.017699115044247787)
(('bicycle_rental', 'language_school;offices'), 0.017699115044247787)
(('bicycle_rental', 'compressed_air'), 0.017699115044247787)
(('post_box', 'university'), 0.017543859649122806)
(('studio', 'university'), 0.017543859649122806)
(('ferry_terminal', 'university'), 0.017543859649122806)
(('food_court', 'university'), 0.017543859649122806)
(('advertising', 'university'), 0.017543859649122806)
(('clinic', 'university'), 0.017543859649122806)
(('car_rental', 'university'), 0.017543859649122806)
(('university', 'courthouse'), 0.017543859649122806)
(('university', 'prison'), 0.017543859649122806)
(('university', 'marketplace'), 0.017543859649122806)
(('university', 'townhall'), 0.017543859649122806)
(('college', 'university'), 0.017543859649122806)
(('car_rental', 'shelter'), 0.01744186046511628)
(('shelter', 'townhall'), 0.01744186046511628)
(('social_facility', 'shelter'), 0.01744186046511628)
(('biergarten', 'shelter'), 0.01744186046511628)
(('drinking_water', 'waste_disposal'), 0.017369727047146403)
(('cinema', 'waste_disposal'), 0.017369727047146403)
(('waste_disposal', 'monastery'), 0.017369727047146403)
(('waste_disposal', 'bus_station'), 0.017369727047146403)
(('food_court', 'waste_disposal'), 0.017369727047146403)
(('stripclub', 'waste_disposal'), 0.017369727047146403)
(('recycling', 'theatre'), 0.017064846416382253)
(('library', 'car_rental'), 0.01694915254237288)
(('library', 'music_school'), 0.01694915254237288)
(('library', 'lombard_banking'), 0.01694915254237288)
(('library', 'spa'), 0.01694915254237288)
(('library', 'advertising'), 0.01694915254237288)
(('library', 'clinic'), 0.01694915254237288)
(('bbq', 'library'), 0.01694915254237288)
(('library', 'parking_space'), 0.01694915254237288)
(('bench', 'hospital'), 0.016927083333333332)
(('bench', 'courthouse'), 0.016927083333333332)
(('stripclub', 'bench'), 0.016927083333333332)
(('bench', 'language_school;offices'), 0.016927083333333332)
(('bench', 'childcare'), 0.016927083333333332)
(('restaurant', 'prison'), 0.016901408450704224)
(('ferry_terminal', 'bicycle_parking'), 0.016853932584269662)
(('school', 'parking_space'), 0.01639344262295082)
(('grave_yard', 'place_of_worship'), 0.016260162601626018)
(('car_wash', 'place_of_worship'), 0.016260162601626018)
(('arts_centre', 'place_of_worship'), 0.016260162601626018)
(('language_school;offices', 'place_of_worship'), 0.016260162601626018)
(('bus_station', 'place_of_worship'), 0.016260162601626018)
(('biergarten', 'place_of_worship'), 0.016260162601626018)
(('parking_space', 'place_of_worship'), 0.016260162601626018)
(('fire_station', 'shelter'), 0.015988372093023256)
(('luggage_locker', 'shelter'), 0.015988372093023256)
(('bbq', 'shelter'), 0.015988372093023256)
(('waste_basket', 'charging_station'), 0.015748031496062992)
(('bbq]', 'waste_basket'), 0.015748031496062992)
(('waste_basket', 'dojo'), 0.015748031496062992)
(('waste_basket', 'clinic'), 0.015748031496062992)
(('waste_basket', 'beater'), 0.015748031496062992)
(('waste_basket', 'childcare'), 0.015748031496062992)
(('ice_cream', 'waste_basket'), 0.015748031496062992)
(('waste_basket', 'compressed_air'), 0.015748031496062992)
(('waste_basket', 'vacuum_cleaner'), 0.015748031496062992)
(('vending_machine', 'parking_space'), 0.015706806282722512)
(('language_school', 'parking'), 0.01568951279933939)
(('charging_station', 'kindergarten'), 0.015625)
(('kindergarten', 'fire_station'), 0.015625)
(('kindergarten', 'bureau_de_change'), 0.015625)
(('arts_centre', 'kindergarten'), 0.015625)
(('kindergarten', 'telephone'), 0.015625)
(('kindergarten', 'theatre'), 0.015625)
(('fountain', 'kindergarten'), 0.015625)
(('childcare', 'kindergarten'), 0.015625)
(('embassy', 'parking_space'), 0.015625)
(('social_facility', 'kindergarten'), 0.015625)
(('community_centre', 'parking_space'), 0.015625)
(('events_venue', 'cafe'), 0.015151515151515152)
(('cafe', 'courthouse'), 0.015151515151515152)
(('arts_centre', 'waste_disposal'), 0.01488833746898263)
(('waste_disposal', 'fire_station'), 0.01488833746898263)
(('compressed_air', 'shelter'), 0.014534883720930232)
(('music_school', 'shelter'), 0.014534883720930232)
(('shelter', 'courthouse'), 0.014534883720930232)
(('doctors', 'scrapyard'), 0.014492753623188406)
(('doctors', 'baby_hatch'), 0.014492753623188406)
(('events_venue', 'doctors'), 0.014492753623188406)
(('doctors', 'marketplace'), 0.014492753623188406)
(('doctors', 'music_school'), 0.014492753623188406)
(('doctors', 'lombard_banking'), 0.014492753623188406)
(('advertising', 'doctors'), 0.014492753623188406)
(('beater', 'doctors'), 0.014492753623188406)
(('vehicle_inspection', 'doctors'), 0.014492753623188406)
(('doctors', 'townhall'), 0.014492753623188406)
(('solarium', 'doctors'), 0.014492753623188406)
(('payment_terminal', 'restaurant'), 0.014084507042253521)
(('baby_hatch', 'taxi'), 0.014084507042253521)
(('taxi', 'solarium'), 0.014084507042253521)
(('taxi', 'lombard_banking'), 0.014084507042253521)
(('spa', 'taxi'), 0.014084507042253521)
(('dojo', 'taxi'), 0.014084507042253521)
(('restaurant', 'food_court'), 0.014084507042253521)
(('advertising', 'taxi'), 0.014084507042253521)
(('language_school;offices', 'taxi'), 0.014084507042253521)
(('ferry_terminal', 'taxi'), 0.014084507042253521)
(('taxi', 'biergarten'), 0.014084507042253521)
(('restaurant', 'biergarten'), 0.014084507042253521)
(('taxi', 'fire_station'), 0.014084507042253521)
(('taxi', 'car_rental'), 0.014084507042253521)
(('taxi', 'courthouse'), 0.014084507042253521)
(('taxi', 'monastery'), 0.014084507042253521)
(('bicycle_parking', 'car_rental'), 0.014044943820224719)
(('vacuum_cleaner', 'pharmacy'), 0.013761467889908258)
(('pharmacy', 'lombard_banking'), 0.013761467889908258)
(('pharmacy', 'advertising'), 0.013761467889908258)
(('pharmacy', 'courthouse'), 0.013761467889908258)
(('pharmacy', 'language_school;offices'), 0.013761467889908258)
(('pharmacy', 'beater'), 0.013761467889908258)
(('bureau_de_change', 'recycling'), 0.013651877133105802)
(('recycling', 'pub'), 0.013651877133105802)
(('recycling', 'bus_station'), 0.013651877133105802)
(('financial_advice', 'recycling'), 0.013651877133105802)
(('payment_terminal', 'toilets'), 0.013333333333333334)
(('car_rental', 'toilets'), 0.013333333333333334)
(('post_office', 'events_venue'), 0.013333333333333334)
(('post_office', 'charging_station'), 0.013333333333333334)
(('toilets', 'grave_yard'), 0.013333333333333334)
(('childcare', 'post_office'), 0.013333333333333334)
(('arts_centre', 'post_office'), 0.013333333333333334)
(('lombard_banking', 'toilets'), 0.013333333333333334)
(('bbq]', 'toilets'), 0.013333333333333334)
(('studio', 'post_office'), 0.013333333333333334)
(('dojo', 'toilets'), 0.013333333333333334)
(('food_court', 'post_office'), 0.013333333333333334)
(('financial_advice', 'post_office'), 0.013333333333333334)
(('post_office', 'language_school;offices'), 0.013333333333333334)
(('language_school;offices', 'toilets'), 0.013333333333333334)
(('stripclub', 'toilets'), 0.013333333333333334)
(('bus_station', 'post_office'), 0.013333333333333334)
(('toilets', 'biergarten'), 0.013333333333333334)
(('vacuum_cleaner', 'post_office'), 0.013333333333333334)
(('post_office', 'biergarten'), 0.013333333333333334)
(('post_office', 'driving_school'), 0.013333333333333334)
(('post_office', 'nursing_home'), 0.013333333333333334)
(('bbq', 'toilets'), 0.013333333333333334)
(('post_office', 'fire_station'), 0.013333333333333334)
(('fast_food', 'metal_scrap'), 0.013071895424836602)
(('music_school', 'fast_food'), 0.013071895424836602)
(('fast_food', 'bbq'), 0.013071895424836602)
(('fast_food', 'courthouse'), 0.013071895424836602)
(('fast_food', 'driving_school'), 0.013071895424836602)
(('fast_food', 'solarium'), 0.013071895424836602)
(('parking', 'bus_station'), 0.013047068538398017)
(('charging_station', 'bank'), 0.012987012987012988)
(('vacuum_cleaner', 'bank'), 0.012987012987012988)
(('compressed_air', 'bank'), 0.012987012987012988)
(('payment_terminal', 'car_wash'), 0.01282051282051282)
(('car_wash', 'theatre'), 0.01282051282051282)
(('spa', 'car_wash'), 0.01282051282051282)
(('bar', 'car_wash'), 0.01282051282051282)
(('telephone', 'car_wash'), 0.01282051282051282)
(('pub', 'car_wash'), 0.01282051282051282)
(('car_wash', 'research_institute'), 0.01282051282051282)
(('driving_school', 'car_wash'), 0.01282051282051282)
(('charging_station', 'car_wash'), 0.01282051282051282)
(('studio', 'car_wash'), 0.01282051282051282)
(('courthouse', 'car_wash'), 0.01282051282051282)
(('monastery', 'car_wash'), 0.01282051282051282)
(('hospital', 'car_wash'), 0.01282051282051282)
(('financial_advice', 'parking'), 0.012551610239471512)
(('theatre', 'waste_disposal'), 0.01240694789081886)
(('clock', 'school'), 0.012295081967213115)
(('charging_station', 'school'), 0.012295081967213115)
(('studio', 'school'), 0.012295081967213115)
(('school', 'stripclub'), 0.012295081967213115)
(('school', 'arts_centre'), 0.012295081967213115)
(('school', 'language_school'), 0.012295081967213115)
(('school', 'courthouse'), 0.012295081967213115)
(('school', 'prison'), 0.012295081967213115)
(('charging_station', 'parking'), 0.01222130470685384)
(('parking_entrance', 'studio'), 0.012121212121212121)
(('telephone', 'parking_entrance'), 0.012121212121212121)
(('language_school', 'parking_entrance'), 0.012121212121212121)
(('parking_entrance', 'courthouse'), 0.012121212121212121)
(('parking_entrance', 'marketplace'), 0.012121212121212121)
(('parking_entrance', 'townhall'), 0.012121212121212121)
(('beater', 'parking_entrance'), 0.012121212121212121)
(('parking_entrance', 'driving_school'), 0.012121212121212121)
(('bbq', 'bench'), 0.01171875)
(('childcare', 'parking'), 0.01139554087530966)
(('vehicle_inspection', 'fuel'), 0.011363636363636364)
(('embassy', 'fuel'), 0.011363636363636364)
(('stripclub', 'fuel'), 0.011363636363636364)
(('college', 'fuel'), 0.011363636363636364)
(('fuel', 'research_institute'), 0.011363636363636364)
(('biergarten', 'fuel'), 0.011363636363636364)
(('fuel', 'food_court'), 0.011363636363636364)
(('fuel', 'driving_school'), 0.011363636363636364)
(('metal_scrap', 'fuel'), 0.011363636363636364)
(('social_facility', 'fuel'), 0.011363636363636364)
(('studio', 'fuel'), 0.011363636363636364)
(('marketplace', 'fuel'), 0.011363636363636364)
(('monastery', 'fuel'), 0.011363636363636364)
(('car_rental', 'atm'), 0.011320754716981131)
(('atm', 'advertising'), 0.011320754716981131)
(('atm', 'college'), 0.011320754716981131)
(('vacuum_cleaner', 'restaurant'), 0.011267605633802818)
(('restaurant', 'music_school'), 0.011267605633802818)
(('bus_station', 'restaurant'), 0.011267605633802818)
(('bicycle_parking', 'language_school;offices'), 0.011235955056179775)
(('parking', 'prison'), 0.011230388109000827)
(('advertising', 'parking'), 0.010900082576383155)
(('bbq', 'parking'), 0.010734929810074319)
(('vending_machine', 'solarium'), 0.010471204188481676)
(('vending_machine', 'driving_school'), 0.010471204188481676)
(('vending_machine', 'lombard_banking'), 0.010471204188481676)
(('bbq', 'vending_machine'), 0.010471204188481676)
(('arts_centre', 'vending_machine'), 0.010471204188481676)
(('vending_machine', 'language_school;offices'), 0.010471204188481676)
(('vending_machine', 'prison'), 0.010471204188481676)
(('vending_machine', 'biergarten'), 0.010471204188481676)
(('vending_machine', 'ice_cream'), 0.010471204188481676)
(('bench', 'boat_rental'), 0.010416666666666666)
(('arts_centre', 'bench'), 0.010416666666666666)
(('bench', 'beater'), 0.010416666666666666)
(('arts_centre', 'recycling'), 0.010238907849829351)
(('recycling', 'cinema'), 0.010238907849829351)
(('ferry_terminal', 'shelter'), 0.010174418604651164)
(('waste_disposal', 'grave_yard'), 0.009925558312655087)
(('ferry_terminal', 'waste_disposal'), 0.009925558312655087)
(('language_school;offices', 'waste_disposal'), 0.009925558312655087)
(('beater', 'waste_disposal'), 0.009925558312655087)
(('car_rental', 'parking'), 0.00990916597853014)
(('charging_station', 'pharmacy'), 0.009174311926605505)
(('pharmacy', 'events_venue'), 0.009174311926605505)
(('pharmacy', 'music_school'), 0.009174311926605505)
(('pharmacy', 'college'), 0.009174311926605505)
(('pharmacy', 'bbq'), 0.009174311926605505)
(('pharmacy', 'prison'), 0.009174311926605505)
(('pharmacy', 'drinking_water'), 0.009174311926605505)
(('compressed_air', 'pharmacy'), 0.009174311926605505)
(('pharmacy', 'nursing_home'), 0.009174311926605505)
(('bench', 'townhall'), 0.009114583333333334)
(('payment_terminal', 'bicycle_rental'), 0.008849557522123894)
(('baby_hatch', 'bicycle_rental'), 0.008849557522123894)
(('music_school', 'bicycle_rental'), 0.008849557522123894)
(('food_court', 'bicycle_rental'), 0.008849557522123894)
(('bbq', 'bicycle_rental'), 0.008849557522123894)
(('bicycle_rental', 'prison'), 0.008849557522123894)
(('bicycle_rental', 'biergarten'), 0.008849557522123894)
(('beater', 'bicycle_rental'), 0.008849557522123894)
(('nursing_home', 'bicycle_rental'), 0.008849557522123894)
(('nursing_home', 'shelter'), 0.00872093023255814)
(('restaurant', 'metal_scrap'), 0.008450704225352112)
(('restaurant', 'lombard_banking'), 0.008450704225352112)
(('luggage_locker', 'bicycle_parking'), 0.008426966292134831)
(('bicycle_parking', 'vacuum_cleaner'), 0.008426966292134831)
(('spa', 'parking'), 0.008257638315441783)
(('events_venue', 'school'), 0.00819672131147541)
(('baby_hatch', 'place_of_worship'), 0.008130081300813009)
(('events_venue', 'place_of_worship'), 0.008130081300813009)
(('car_rental', 'place_of_worship'), 0.008130081300813009)
(('childcare', 'place_of_worship'), 0.008130081300813009)
(('bbq', 'place_of_worship'), 0.008130081300813009)
(('food_court', 'place_of_worship'), 0.008130081300813009)
(('language_school', 'place_of_worship'), 0.008130081300813009)
(('ferry_terminal', 'place_of_worship'), 0.008130081300813009)
(('driving_school', 'place_of_worship'), 0.008130081300813009)
(('compressed_air', 'place_of_worship'), 0.008130081300813009)
(('place_of_worship', 'metal_scrap'), 0.008130081300813009)
(('courthouse', 'place_of_worship'), 0.008130081300813009)
(('vehicle_inspection', 'place_of_worship'), 0.008130081300813009)
(('lombard_banking', 'parking'), 0.007927332782824112)
(('waste_basket', 'grave_yard'), 0.007874015748031496)
(('social_facility', 'waste_basket'), 0.007874015748031496)
(('waste_basket', 'music_school'), 0.007874015748031496)
(('waste_basket', 'lombard_banking'), 0.007874015748031496)
(('waste_basket', 'marketplace'), 0.007874015748031496)
(('boat_rental', 'waste_basket'), 0.007874015748031496)
(('bbq', 'waste_basket'), 0.007874015748031496)
(('waste_basket', 'fire_station'), 0.007874015748031496)
(('lounger', 'waste_basket'), 0.007874015748031496)
(('food_court', 'kindergarten'), 0.0078125)
(('baby_hatch', 'kindergarten'), 0.0078125)
(('townhall', 'kindergarten'), 0.0078125)
(('kindergarten', 'cinema'), 0.0078125)
(('arts_centre', 'parking_space'), 0.0078125)
(('boat_rental', 'kindergarten'), 0.0078125)
(('spa', 'kindergarten'), 0.0078125)
(('dojo', 'kindergarten'), 0.0078125)
(('bicycle_repair_station', 'kindergarten'), 0.0078125)
(('stripclub', 'kindergarten'), 0.0078125)
(('nightclub', 'kindergarten'), 0.0078125)
(('embassy', 'kindergarten'), 0.0078125)
(('language_school', 'kindergarten'), 0.0078125)
(('pub', 'kindergarten'), 0.0078125)
(('kindergarten', 'advertising'), 0.0078125)
(('parking_space', 'childcare'), 0.0078125)
(('drinking_water', 'kindergarten'), 0.0078125)
(('beater', 'kindergarten'), 0.0078125)
(('clock', 'kindergarten'), 0.0078125)
(('kindergarten', 'vehicle_inspection'), 0.0078125)
(('monastery', 'kindergarten'), 0.0078125)
(('food_court', 'parking'), 0.007762180016515277)
(('parking', 'beater'), 0.007762180016515277)
(('cafe', 'payment_terminal'), 0.007575757575757576)
(('cafe', 'scrapyard'), 0.007575757575757576)
(('music_school', 'cafe'), 0.007575757575757576)
(('cafe', 'prison'), 0.007575757575757576)
(('cafe', 'biergarten'), 0.007575757575757576)
(('cafe', 'ferry_terminal'), 0.007575757575757576)
(('cafe', 'bbq'), 0.007575757575757576)
(('music_school', 'atm'), 0.007547169811320755)
(('spa', 'atm'), 0.007547169811320755)
(('financial_advice', 'atm'), 0.007547169811320755)
(('waste_disposal', 'townhall'), 0.007444168734491315)
(('shelter', 'solarium'), 0.007267441860465116)
(('spa', 'shelter'), 0.007267441860465116)
(('language_school', 'shelter'), 0.007267441860465116)
(('music_school', 'parking'), 0.006936416184971098)
(('recycling', 'driving_school'), 0.006825938566552901)
(('recycling', 'embassy'), 0.006825938566552901)
(('recycling', 'dojo'), 0.006825938566552901)
(('ferry_terminal', 'recycling'), 0.006825938566552901)
(('recycling', 'fire_station'), 0.006825938566552901)
(('fast_food', 'events_venue'), 0.006535947712418301)
(('ferry_terminal', 'fast_food'), 0.006535947712418301)
(('fast_food', 'biergarten'), 0.006535947712418301)
(('beater', 'fast_food'), 0.006535947712418301)
(('fast_food', 'vehicle_inspection'), 0.006535947712418301)
(('payment_terminal', 'bank'), 0.006493506493506494)
(('bank', 'grave_yard'), 0.006493506493506494)
(('food_court', 'bank'), 0.006493506493506494)
(('bank', 'events_venue'), 0.006493506493506494)
(('childcare', 'bank'), 0.006493506493506494)
(('bank', 'metal_scrap'), 0.006493506493506494)
(('spa', 'bank'), 0.006493506493506494)
(('bank', 'car_rental'), 0.006493506493506494)
(('bank', 'prison'), 0.006493506493506494)
(('bank', 'ferry_terminal'), 0.006493506493506494)
(('bank', 'beater'), 0.006493506493506494)
(('bank', 'nursing_home'), 0.006493506493506494)
(('bbq', 'bank'), 0.006493506493506494)
(('bank', 'solarium'), 0.006493506493506494)
(('charging_station', 'parking_entrance'), 0.006060606060606061)
(('parking_entrance', 'arts_centre'), 0.006060606060606061)
(('parking_entrance', 'boat_rental'), 0.006060606060606061)
(('parking_entrance', 'ferry_terminal'), 0.006060606060606061)
(('parking_entrance', 'car_rental'), 0.006060606060606061)
(('parking_entrance', 'prison'), 0.006060606060606061)
(('bbq', 'parking_entrance'), 0.006060606060606061)
(('stripclub', 'shelter'), 0.005813953488372093)
(('beater', 'shelter'), 0.005813953488372093)
(('shelter', 'metal_scrap'), 0.005813953488372093)
(('compressed_air', 'restaurant'), 0.005633802816901409)
(('restaurant', 'outdoor_seating'), 0.005633802816901409)
(('dojo', 'bicycle_parking'), 0.0056179775280898875)
(('beater', 'bicycle_parking'), 0.0056179775280898875)
(('nursing_home', 'bicycle_parking'), 0.0056179775280898875)
(('vending_machine', 'music_school'), 0.005235602094240838)
(('food_court', 'vending_machine'), 0.005235602094240838)
(('language_school', 'vending_machine'), 0.005235602094240838)
(('vending_machine', 'advertising'), 0.005235602094240838)
(('vending_machine', 'beater'), 0.005235602094240838)
(('advertising', 'bench'), 0.005208333333333333)
(('bus_station', 'bench'), 0.005208333333333333)
(('bench', 'nursing_home'), 0.005208333333333333)
(('lounger', 'bench'), 0.005208333333333333)
(('ferry_terminal', 'parking'), 0.005119735755573906)
(('charging_station', 'waste_disposal'), 0.004962779156327543)
(('waste_disposal', 'dojo'), 0.004962779156327543)
(('waste_disposal', 'car_rental'), 0.004962779156327543)
(('waste_disposal', 'language_school'), 0.004962779156327543)
(('waste_disposal', 'prison'), 0.004962779156327543)
(('waste_disposal', 'courthouse'), 0.004962779156327543)
(('payment_terminal', 'pharmacy'), 0.0045871559633027525)
(('childcare', 'pharmacy'), 0.0045871559633027525)
(('pharmacy', 'metal_scrap'), 0.0045871559633027525)
(('spa', 'pharmacy'), 0.0045871559633027525)
(('dojo', 'pharmacy'), 0.0045871559633027525)
(('pharmacy', 'car_rental'), 0.0045871559633027525)
(('pharmacy', 'bus_station'), 0.0045871559633027525)
(('pharmacy', 'driving_school'), 0.0045871559633027525)
(('pharmacy', 'vehicle_ramp'), 0.0045871559633027525)
(('pharmacy', 'solarium'), 0.0045871559633027525)
(('financial_advice', 'shelter'), 0.00436046511627907)
(('shelter', 'driving_school'), 0.00436046511627907)
(('language_school;offices', 'parking'), 0.004128819157720892)
(('baby_hatch', 'school'), 0.004098360655737705)
(('car_rental', 'school'), 0.004098360655737705)
(('school', 'lombard_banking'), 0.004098360655737705)
(('dojo', 'school'), 0.004098360655737705)
(('advertising', 'school'), 0.004098360655737705)
(('bus_station', 'school'), 0.004098360655737705)
(('drinking_water', 'school'), 0.004098360655737705)
(('compressed_air', 'school'), 0.004098360655737705)
(('nursing_home', 'school'), 0.004098360655737705)
(('school', 'metal_scrap'), 0.004098360655737705)
(('dojo', 'bench'), 0.00390625)
(('drinking_water', 'parking_space'), 0.00390625)
(('beater', 'parking_space'), 0.00390625)
(('bench', 'outdoor_seating'), 0.00390625)
(('parking', 'dojo'), 0.0037985136251032204)
(('payment_terminal', 'atm'), 0.0037735849056603774)
(('atm', 'grave_yard'), 0.0037735849056603774)
(('baby_hatch', 'atm'), 0.0037735849056603774)
(('events_venue', 'atm'), 0.0037735849056603774)
(('atm', 'solarium'), 0.0037735849056603774)
(('childcare', 'atm'), 0.0037735849056603774)
(('atm', 'courthouse'), 0.0037735849056603774)
(('atm', 'biergarten'), 0.0037735849056603774)
(('atm', 'driving_school'), 0.0037735849056603774)
(('atm', 'nursing_home'), 0.0037735849056603774)
(('recycling', 'metal_scrap'), 0.0034129692832764505)
(('bbq]', 'recycling'), 0.0034129692832764505)
(('food_court', 'recycling'), 0.0034129692832764505)
(('recycling', 'car_rental'), 0.0034129692832764505)
(('recycling', 'college'), 0.0034129692832764505)
(('grave_yard', 'parking'), 0.003137902559867878)
(('payment_terminal', 'shelter'), 0.0029069767441860465)
(('childcare', 'shelter'), 0.0029069767441860465)
(('advertising', 'shelter'), 0.0029069767441860465)
(('prison', 'shelter'), 0.0029069767441860465)
(('restaurant', 'scrapyard'), 0.0028169014084507044)
(('restaurant', 'boat_rental'), 0.0028169014084507044)
(('restaurant', 'events_venue'), 0.0028169014084507044)
(('bbq', 'restaurant'), 0.0028169014084507044)
(('restaurant', 'research_institute'), 0.0028169014084507044)
(('ferry_terminal', 'restaurant'), 0.0028169014084507044)
(('nursing_home', 'restaurant'), 0.0028169014084507044)
(('restaurant', 'hunting_stand'), 0.0028169014084507044)
(('bicycle_parking', 'payment_terminal'), 0.0028089887640449437)
(('bicycle_parking', 'scrapyard'), 0.0028089887640449437)
(('bicycle_parking', 'boat_rental'), 0.0028089887640449437)
(('bicycle_parking', 'solarium'), 0.0028089887640449437)
(('bicycle_parking', 'music_school'), 0.0028089887640449437)
(('bicycle_parking', 'lombard_banking'), 0.0028089887640449437)
(('financial_advice', 'bicycle_parking'), 0.0028089887640449437)
(('bicycle_parking', 'research_institute'), 0.0028089887640449437)
(('compressed_air', 'bicycle_parking'), 0.0028089887640449437)
(('lounger', 'bicycle_parking'), 0.0028089887640449437)
(('parking', 'scrapyard'), 0.0028075970272502066)
(('bbq]', 'bench'), 0.0026041666666666665)
(('studio', 'bench'), 0.0026041666666666665)
(('bench', 'prison'), 0.0026041666666666665)
(('boat_rental', 'waste_disposal'), 0.0024813895781637717)
(('bbq]', 'waste_disposal'), 0.0024813895781637717)
(('biergarten', 'waste_disposal'), 0.0024813895781637717)
(('childcare', 'waste_disposal'), 0.0024813895781637717)
(('biergarten', 'parking'), 0.002477291494632535)
(('luggage_locker', 'parking'), 0.001981833195706028)
(('parking', 'metal_scrap'), 0.001981833195706028)
(('parking', 'outdoor_seating'), 0.0018166804293971925)
(('events_venue', 'parking'), 0.0016515276630883566)
(('lombard_banking', 'shelter'), 0.0014534883720930232)
(('language_school;offices', 'shelter'), 0.0014534883720930232)
(('vehicle_ramp', 'shelter'), 0.0014534883720930232)
(('lounger', 'shelter'), 0.0014534883720930232)
(('animal_shelter', 'shelter'), 0.0014534883720930232)
(('boat_rental', 'shelter'), 0.0014534883720930232)
(('bench', 'grave_yard'), 0.0013020833333333333)
(('financial_advice', 'bench'), 0.0013020833333333333)
(('bench', 'car_rental'), 0.0013020833333333333)
(('payment_terminal', 'parking'), 0.0011560693641618498)
(('driving_school', 'parking'), 0.0011560693641618498)
(('parking', 'solarium'), 0.000990916597853014)
(('swimming_pool', 'parking'), 0.0008257638315441783)
(('vehicle_inspection', 'parking'), 0.0008257638315441783)
(('parking', 'research_institute'), 0.0006606110652353427)
(('vehicle_ramp', 'parking'), 0.0006606110652353427)
(('bbq]', 'parking'), 0.000495458298926507)
(('baby_hatch', 'parking'), 0.00033030553261767135)
(('boat_rental', 'parking'), 0.00033030553261767135)
(('hunting_stand', 'parking'), 0.00033030553261767135)
