Duration: 216 s 

Number of collocations: 1488

(('payment_terminal', 'payment_terminal'), 1)
(('clinic', 'school'), 0.012295081967213115)
(('school', 'cafe'), 0.012295081967213115)
(('school', 'theatre'), 0.012295081967213115)
(('school', 'monastery'), 0.012295081967213115)
(('library', 'parking_entrance'), 0.012121212121212121)
(('parking_entrance', 'public_building'), 0.012121212121212121)
(('parking_entrance', 'townhall'), 0.012121212121212121)
(('parking_entrance', 'dentist'), 0.012121212121212121)
(('stripclub', 'bench'), 0.01171875)
(('post_box', 'bench'), 0.01171875)
(('nursing_home', 'parking_space'), 0.01171875)
(('parking_space', 'hospital'), 0.01171875)
(('community_centre', 'shelter'), 0.011627906976744186)
(('shelter', 'parking_space'), 0.011627906976744186)
(('police', 'shelter'), 0.011627906976744186)
(('bar', 'shelter'), 0.011627906976744186)
(('nightclub', 'shelter'), 0.011627906976744186)
(('vehicle_inspection', 'fuel'), 0.011363636363636364)
(('fuel', 'university'), 0.011363636363636364)
(('charging_station', 'fuel'), 0.011363636363636364)
(('ice_cream', 'fuel'), 0.011363636363636364)
(('bicycle_repair_station', 'fuel'), 0.011363636363636364)
(('fuel', 'driving_school'), 0.011363636363636364)
(('fuel', 'post_box'), 0.011363636363636364)
(('fuel', 'doctors'), 0.011363636363636364)
(('veterinary', 'atm'), 0.011320754716981131)
(('atm', 'townhall'), 0.011320754716981131)
(('atm', 'fire_station'), 0.011320754716981131)
(('telephone', 'atm'), 0.011320754716981131)
(('atm', 'arts_centre'), 0.011320754716981131)
(('payment_terminal', 'restaurant'), 0.011267605633802818)
(('restaurant', 'clinic'), 0.011267605633802818)
(('bicycle_parking', 'parking_space'), 0.011235955056179775)
(('theatre', 'parking'), 0.01106523534269199)
(('telephone', 'parking'), 0.010569777043765483)
(('veterinary', 'vending_machine'), 0.010471204188481676)
(('vending_machine', 'solarium'), 0.010471204188481676)
(('vending_machine', 'fire_station'), 0.010471204188481676)
(('vending_machine', 'childcare'), 0.010471204188481676)
(('vending_machine', 'embassy'), 0.010471204188481676)
(('vending_machine', 'telephone'), 0.010471204188481676)
(('clinic', 'vending_machine'), 0.010471204188481676)
(('vending_machine', 'college'), 0.010471204188481676)
(('bench', 'charging_station'), 0.010416666666666666)
(('recycling', 'public_building'), 0.010238907849829351)
(('recycling', 'university'), 0.010238907849829351)
(('recycling', 'fountain'), 0.010238907849829351)
(('recycling', 'social_facility'), 0.010238907849829351)
(('recycling', 'beater'), 0.010238907849829351)
(('shelter', 'post_box'), 0.010174418604651164)
(('dentist', 'waste_disposal'), 0.009925558312655087)
(('waste_disposal', 'public_building'), 0.009925558312655087)
(('waste_disposal', 'fire_station'), 0.009925558312655087)
(('pharmacy', 'monastery'), 0.009174311926605505)
(('pharmacy', 'arts_centre'), 0.009174311926605505)
(('cinema', 'parking'), 0.008918249380677127)
(('veterinary', 'bicycle_rental'), 0.008849557522123894)
(('car_wash', 'bicycle_rental'), 0.008849557522123894)
(('bicycle_rental', 'childcare'), 0.008849557522123894)
(('arts_centre', 'bicycle_rental'), 0.008849557522123894)
(('studio', 'bicycle_rental'), 0.008849557522123894)
(('cinema', 'bicycle_rental'), 0.008849557522123894)
(('bicycle_rental', 'language_school'), 0.008849557522123894)
(('advertising', 'bicycle_rental'), 0.008849557522123894)
(('bicycle_rental', 'clinic'), 0.008849557522123894)
(('bicycle_rental', 'language_school;offices'), 0.008849557522123894)
(('bicycle_rental', 'monastery'), 0.008849557522123894)
(('bicycle_rental', 'stripclub'), 0.008849557522123894)
(('bicycle_rental', 'fire_station'), 0.008849557522123894)
(('bicycle_rental', 'vacuum_cleaner'), 0.008849557522123894)
(('bicycle_rental', 'post_box'), 0.008849557522123894)
(('veterinary', 'shelter'), 0.00872093023255814)
(('restaurant', 'college'), 0.008450704225352112)
(('restaurant', 'food_court'), 0.008450704225352112)
(('restaurant', 'fire_station'), 0.008450704225352112)
(('post_box', 'bicycle_parking'), 0.008426966292134831)
(('bicycle_parking', 'drinking_water'), 0.008426966292134831)
(('clinic', 'parking'), 0.008422791081750619)
(('waste_basket', 'school'), 0.00819672131147541)
(('toilets', 'school'), 0.00819672131147541)
(('school', 'townhall'), 0.00819672131147541)
(('marketplace', 'school'), 0.00819672131147541)
(('taxi', 'school'), 0.00819672131147541)
(('bicycle_repair_station', 'school'), 0.00819672131147541)
(('embassy', 'school'), 0.00819672131147541)
(('school', 'bureau_de_change'), 0.00819672131147541)
(('telephone', 'school'), 0.00819672131147541)
(('school', 'stripclub'), 0.00819672131147541)
(('school', 'ice_cream'), 0.00819672131147541)
(('school', 'courthouse'), 0.00819672131147541)
(('school', 'community_centre'), 0.00819672131147541)
(('school', 'dentist'), 0.00819672131147541)
(('social_facility', 'school'), 0.00819672131147541)
(('car_wash', 'school'), 0.00819672131147541)
(('car_rental', 'place_of_worship'), 0.008130081300813009)
(('childcare', 'place_of_worship'), 0.008130081300813009)
(('studio', 'place_of_worship'), 0.008130081300813009)
(('bbq', 'place_of_worship'), 0.008130081300813009)
(('cinema', 'place_of_worship'), 0.008130081300813009)
(('telephone', 'place_of_worship'), 0.008130081300813009)
(('bicycle_repair_station', 'place_of_worship'), 0.008130081300813009)
(('social_facility', 'place_of_worship'), 0.008130081300813009)
(('stripclub', 'place_of_worship'), 0.008130081300813009)
(('theatre', 'place_of_worship'), 0.008130081300813009)
(('ice_cream', 'place_of_worship'), 0.008130081300813009)
(('place_of_worship', 'university'), 0.008130081300813009)
(('townhall', 'place_of_worship'), 0.008130081300813009)
(('place_of_worship', 'college'), 0.008130081300813009)
(('studio', 'waste_basket'), 0.007874015748031496)
(('bureau_de_change', 'waste_basket'), 0.007874015748031496)
(('social_facility', 'waste_basket'), 0.007874015748031496)
(('waste_basket', 'music_school'), 0.007874015748031496)
(('waste_basket', 'lombard_banking'), 0.007874015748031496)
(('fountain', 'waste_basket'), 0.007874015748031496)
(('waste_basket', 'college'), 0.007874015748031496)
(('food_court', 'waste_basket'), 0.007874015748031496)
(('baby_hatch', 'kindergarten'), 0.0078125)
(('townhall', 'kindergarten'), 0.0078125)
(('charging_station', 'kindergarten'), 0.0078125)
(('community_centre', 'kindergarten'), 0.0078125)
(('police', 'kindergarten'), 0.0078125)
(('parking_space', 'charging_station'), 0.0078125)
(('arts_centre', 'bench'), 0.0078125)
(('bench', 'ice_cream'), 0.0078125)
(('bar', 'kindergarten'), 0.0078125)
(('spa', 'kindergarten'), 0.0078125)
(('dojo', 'kindergarten'), 0.0078125)
(('arts_centre', 'kindergarten'), 0.0078125)
(('pub', 'kindergarten'), 0.0078125)
(('embassy', 'kindergarten'), 0.0078125)
(('kindergarten', 'language_school'), 0.0078125)
(('parking_space', 'childcare'), 0.0078125)
(('drinking_water', 'kindergarten'), 0.0078125)
(('clock', 'kindergarten'), 0.0078125)
(('kindergarten', 'parking_space'), 0.0078125)
(('marketplace', 'kindergarten'), 0.0078125)
(('college', 'kindergarten'), 0.0078125)
(('kindergarten', 'clinic'), 0.0078125)
(('bicycle_repair_station', 'parking'), 0.007597027250206441)
(('cafe', 'payment_terminal'), 0.007575757575757576)
(('cafe', 'car_wash'), 0.007575757575757576)
(('events_venue', 'cafe'), 0.007575757575757576)
(('cafe', 'advertising'), 0.007575757575757576)
(('cafe', 'courthouse'), 0.007575757575757576)
(('cafe', 'ferry_terminal'), 0.007575757575757576)
(('cafe', 'bbq'), 0.007575757575757576)
(('cafe', 'fuel'), 0.007575757575757576)
(('atm', 'studio'), 0.007547169811320755)
(('bbq', 'atm'), 0.007547169811320755)
(('social_facility', 'atm'), 0.007547169811320755)
(('atm', 'vacuum_cleaner'), 0.007547169811320755)
(('compressed_air', 'atm'), 0.007547169811320755)
(('beater', 'atm'), 0.007547169811320755)
(('embassy', 'waste_disposal'), 0.007444168734491315)
(('waste_disposal', 'hospital'), 0.007444168734491315)
(('parking', 'fire_station'), 0.007431874483897605)
(('car_rental', 'shelter'), 0.007267441860465116)
(('ice_cream', 'shelter'), 0.007267441860465116)
(('biergarten', 'shelter'), 0.007267441860465116)
(('recycling', 'police'), 0.006825938566552901)
(('ice_cream', 'recycling'), 0.006825938566552901)
(('spa', 'recycling'), 0.006825938566552901)
(('recycling', 'studio'), 0.006825938566552901)
(('fuel', 'recycling'), 0.006825938566552901)
(('recycling', 'hospital'), 0.006825938566552901)
(('fast_food', 'events_venue'), 0.006535947712418301)
(('hospital', 'fast_food'), 0.006535947712418301)
(('luggage_locker', 'fast_food'), 0.006535947712418301)
(('childcare', 'fast_food'), 0.006535947712418301)
(('ferry_terminal', 'fast_food'), 0.006535947712418301)
(('fast_food', 'marketplace'), 0.006535947712418301)
(('fast_food', 'townhall'), 0.006535947712418301)
(('fast_food', 'vacuum_cleaner'), 0.006535947712418301)
(('fast_food', 'driving_school'), 0.006535947712418301)
(('post_box', 'fast_food'), 0.006535947712418301)
(('compressed_air', 'fast_food'), 0.006535947712418301)
(('fast_food', 'solarium'), 0.006535947712418301)
(('bench', 'boat_rental'), 0.006510416666666667)
(('bench', 'drinking_water'), 0.006510416666666667)
(('bench', 'marketplace'), 0.006510416666666667)
(('bench', 'clinic'), 0.006510416666666667)
(('bench', 'monastery'), 0.006510416666666667)
(('payment_terminal', 'bank'), 0.006493506493506494)
(('bank', 'events_venue'), 0.006493506493506494)
(('bank', 'charging_station'), 0.006493506493506494)
(('bank', 'lombard_banking'), 0.006493506493506494)
(('bank', 'advertising'), 0.006493506493506494)
(('bank', 'prison'), 0.006493506493506494)
(('bank', 'courthouse'), 0.006493506493506494)
(('bank', 'fire_station'), 0.006493506493506494)
(('bank', 'solarium'), 0.006493506493506494)
(('social_facility', 'parking'), 0.006440957886044592)
(('college', 'parking'), 0.006440957886044592)
(('courthouse', 'parking'), 0.006275805119735756)
(('parking_entrance', 'post_box'), 0.006060606060606061)
(('parking_entrance', 'charging_station'), 0.006060606060606061)
(('theatre', 'parking_entrance'), 0.006060606060606061)
(('parking_entrance', 'ice_cream'), 0.006060606060606061)
(('parking_entrance', 'prison'), 0.006060606060606061)
(('parking_entrance', 'courthouse'), 0.006060606060606061)
(('parking_entrance', 'college'), 0.006060606060606061)
(('parking_entrance', 'food_court'), 0.006060606060606061)
(('fuel', 'parking_entrance'), 0.006060606060606061)
(('parking_entrance', 'vacuum_cleaner'), 0.006060606060606061)
(('parking_entrance', 'compressed_air'), 0.006060606060606061)
(('clinic', 'shelter'), 0.005813953488372093)
(('charging_station', 'shelter'), 0.005813953488372093)
(('telephone', 'shelter'), 0.005813953488372093)
(('shelter', 'solarium'), 0.005813953488372093)
(('shelter', 'courthouse'), 0.005813953488372093)
(('ice_cream', 'parking'), 0.005780346820809248)
(('restaurant', 'car_rental'), 0.005633802816901409)
(('restaurant', 'advertising'), 0.005633802816901409)
(('luggage_locker', 'bicycle_parking'), 0.0056179775280898875)
(('bicycle_parking', 'veterinary'), 0.0056179775280898875)
(('bicycle_parking', 'bbq'), 0.0056179775280898875)
(('bicycle_parking', 'courthouse'), 0.0056179775280898875)
(('bicycle_parking', 'college'), 0.0056179775280898875)
(('vending_machine', 'courthouse'), 0.005235602094240838)
(('social_facility', 'vending_machine'), 0.005235602094240838)
(('vending_machine', 'lombard_banking'), 0.005235602094240838)
(('studio', 'vending_machine'), 0.005235602094240838)
(('vending_machine', 'monastery'), 0.005235602094240838)
(('vending_machine', 'advertising'), 0.005235602094240838)
(('vending_machine', 'townhall'), 0.005235602094240838)
(('vending_machine', 'driving_school'), 0.005235602094240838)
(('vending_machine', 'parking_space'), 0.005235602094240838)
(('cinema', 'bench'), 0.005208333333333333)
(('bench', 'bicycle_repair_station'), 0.005208333333333333)
(('language_school', 'parking'), 0.005119735755573906)
(('waste_disposal', 'grave_yard'), 0.004962779156327543)
(('studio', 'waste_disposal'), 0.004962779156327543)
(('spa', 'waste_disposal'), 0.004962779156327543)
(('telephone', 'waste_disposal'), 0.004962779156327543)
(('financial_advice', 'waste_disposal'), 0.004962779156327543)
(('language_school;offices', 'waste_disposal'), 0.004962779156327543)
(('waste_disposal', 'arts_centre'), 0.004962779156327543)
(('waste_disposal', 'theatre'), 0.004962779156327543)
(('bicycle_repair_station', 'waste_disposal'), 0.004962779156327543)
(('waste_disposal', 'monastery'), 0.004962779156327543)
(('parking', 'studio'), 0.00495458298926507)
(('nursing_home', 'parking'), 0.00495458298926507)
(('townhall', 'parking'), 0.004624277456647399)
(('pharmacy', 'charging_station'), 0.0045871559633027525)
(('payment_terminal', 'pharmacy'), 0.0045871559633027525)
(('pharmacy', 'events_venue'), 0.0045871559633027525)
(('pharmacy', 'bbq'), 0.0045871559633027525)
(('pharmacy', 'advertising'), 0.0045871559633027525)
(('language_school;offices', 'pharmacy'), 0.0045871559633027525)
(('pharmacy', 'drinking_water'), 0.0045871559633027525)
(('pharmacy', 'college'), 0.0045871559633027525)
(('beater', 'pharmacy'), 0.0045871559633027525)
(('pharmacy', 'driving_school'), 0.0045871559633027525)
(('pharmacy', 'nursing_home'), 0.0045871559633027525)
(('pharmacy', 'solarium'), 0.0045871559633027525)
(('college', 'shelter'), 0.00436046511627907)
(('luggage_locker', 'shelter'), 0.00436046511627907)
(('financial_advice', 'shelter'), 0.00436046511627907)
(('language_school', 'shelter'), 0.00436046511627907)
(('arts_centre', 'parking'), 0.0042939719240297275)
(('baby_hatch', 'school'), 0.004098360655737705)
(('school', 'fire_station'), 0.004098360655737705)
(('childcare', 'school'), 0.004098360655737705)
(('post_box', 'school'), 0.004098360655737705)
(('veterinary', 'school'), 0.004098360655737705)
(('school', 'arts_centre'), 0.004098360655737705)
(('school', 'language_school'), 0.004098360655737705)
(('school', 'pub'), 0.004098360655737705)
(('studio', 'school'), 0.004098360655737705)
(('school', 'doctors'), 0.004098360655737705)
(('school', 'parking_space'), 0.004098360655737705)
(('charging_station', 'parking'), 0.003963666391412056)
(('bench', 'courthouse'), 0.00390625)
(('car_wash', 'parking_space'), 0.00390625)
(('fountain', 'parking_space'), 0.00390625)
(('payment_terminal', 'atm'), 0.0037735849056603774)
(('atm', 'solarium'), 0.0037735849056603774)
(('atm', 'language_school;offices'), 0.0037735849056603774)
(('drinking_water', 'atm'), 0.0037735849056603774)
(('atm', 'monastery'), 0.0037735849056603774)
(('atm', 'driving_school'), 0.0037735849056603774)
(('clinic', 'recycling'), 0.0034129692832764505)
(('ferry_terminal', 'recycling'), 0.0034129692832764505)
(('recycling', 'toilets'), 0.0034129692832764505)
(('financial_advice', 'recycling'), 0.0034129692832764505)
(('drinking_water', 'recycling'), 0.0034129692832764505)
(('recycling', 'fire_station'), 0.0034129692832764505)
(('clock', 'recycling'), 0.0034129692832764505)
(('nursing_home', 'recycling'), 0.0034129692832764505)
(('stripclub', 'parking'), 0.0033030553261767133)
(('lombard_banking', 'parking'), 0.003137902559867878)
(('bbq', 'parking'), 0.002972749793559042)
(('parking', 'monastery'), 0.002972749793559042)
(('arts_centre', 'shelter'), 0.0029069767441860465)
(('spa', 'shelter'), 0.0029069767441860465)
(('advertising', 'shelter'), 0.0029069767441860465)
(('prison', 'shelter'), 0.0029069767441860465)
(('shelter', 'social_facility'), 0.0029069767441860465)
(('restaurant', 'events_venue'), 0.0028169014084507044)
(('vacuum_cleaner', 'restaurant'), 0.0028169014084507044)
(('compressed_air', 'restaurant'), 0.0028169014084507044)
(('restaurant', 'childcare'), 0.0028169014084507044)
(('restaurant', 'studio'), 0.0028169014084507044)
(('bbq', 'restaurant'), 0.0028169014084507044)
(('restaurant', 'biergarten'), 0.0028169014084507044)
(('nursing_home', 'restaurant'), 0.0028169014084507044)
(('outdoor_seating', 'restaurant'), 0.0028169014084507044)
(('restaurant', 'hunting_stand'), 0.0028169014084507044)
(('bicycle_parking', 'payment_terminal'), 0.0028089887640449437)
(('bicycle_parking', 'boat_rental'), 0.0028089887640449437)
(('bicycle_parking', 'solarium'), 0.0028089887640449437)
(('bicycle_parking', 'social_facility'), 0.0028089887640449437)
(('bicycle_parking', 'lombard_banking'), 0.0028089887640449437)
(('bicycle_parking', 'spa'), 0.0028089887640449437)
(('bicycle_parking', 'dentist'), 0.0028089887640449437)
(('ferry_terminal', 'bicycle_parking'), 0.0028089887640449437)
(('food_court', 'bicycle_parking'), 0.0028089887640449437)
(('financial_advice', 'bicycle_parking'), 0.0028089887640449437)
(('advertising', 'bicycle_parking'), 0.0028089887640449437)
(('bicycle_parking', 'monastery'), 0.0028089887640449437)
(('bicycle_parking', 'research_institute'), 0.0028089887640449437)
(('beater', 'bicycle_parking'), 0.0028089887640449437)
(('bicycle_parking', 'nursing_home'), 0.0028089887640449437)
(('compressed_air', 'bicycle_parking'), 0.0028089887640449437)
(('vacuum_cleaner', 'bicycle_parking'), 0.0028089887640449437)
(('lounger', 'bicycle_parking'), 0.0028089887640449437)
(('bicycle_parking', 'car_rental'), 0.0028089887640449437)
(('bench', 'telephone'), 0.0026041666666666665)
(('bench', 'social_facility'), 0.0026041666666666665)
(('bench', 'fire_station'), 0.0026041666666666665)
(('boat_rental', 'waste_disposal'), 0.0024813895781637717)
(('waste_disposal', 'dojo'), 0.0024813895781637717)
(('bus_station', 'waste_disposal'), 0.0024813895781637717)
(('bbq', 'waste_disposal'), 0.0024813895781637717)
(('food_court', 'waste_disposal'), 0.0024813895781637717)
(('stripclub', 'waste_disposal'), 0.0024813895781637717)
(('language_school', 'waste_disposal'), 0.0024813895781637717)
(('waste_disposal', 'cinema'), 0.0024813895781637717)
(('beater', 'waste_disposal'), 0.0024813895781637717)
(('beater', 'parking'), 0.0023121387283236996)
(('spa', 'parking'), 0.0021469859620148637)
(('advertising', 'parking'), 0.0021469859620148637)
(('food_court', 'parking'), 0.0018166804293971925)
(('drinking_water', 'parking'), 0.0016515276630883566)
(('music_school', 'parking'), 0.001486374896779521)
(('parking', 'prison'), 0.001486374896779521)
(('fire_station', 'shelter'), 0.0014534883720930232)
(('cinema', 'shelter'), 0.0014534883720930232)
(('compressed_air', 'shelter'), 0.0014534883720930232)
(('nursing_home', 'shelter'), 0.0014534883720930232)
(('shelter', 'monastery'), 0.0014534883720930232)
(('vacuum_cleaner', 'parking'), 0.0013212221304706854)
(('financial_advice', 'parking'), 0.0013212221304706854)
(('compressed_air', 'parking'), 0.0013212221304706854)
(('advertising', 'bench'), 0.0013020833333333333)
(('college', 'bench'), 0.0013020833333333333)
(('ferry_terminal', 'bench'), 0.0013020833333333333)
(('dentist', 'bench'), 0.0013020833333333333)
(('bench', 'vacuum_cleaner'), 0.0013020833333333333)
(('bench', 'compressed_air'), 0.0013020833333333333)
(('childcare', 'parking'), 0.0011560693641618498)
(('language_school;offices', 'parking'), 0.0011560693641618498)
(('car_rental', 'parking'), 0.000990916597853014)
(('bus_station', 'parking'), 0.000990916597853014)
(('events_venue', 'parking'), 0.0008257638315441783)
(('parking', 'solarium'), 0.0008257638315441783)
(('luggage_locker', 'parking'), 0.0006606110652353427)
(('parking', 'scrapyard'), 0.0006606110652353427)
(('payment_terminal', 'parking'), 0.000495458298926507)
(('grave_yard', 'parking'), 0.000495458298926507)
(('vehicle_ramp', 'parking'), 0.00033030553261767135)
(('hunting_stand', 'parking'), 0.00033030553261767135)
(('vehicle_inspection', 'parking'), 0.00033030553261767135)
(('dojo', 'parking'), 0.00016515276630883568)
(('ferry_terminal', 'parking'), 0.00016515276630883568)
(('outdoor_seating', 'parking'), 0.00016515276630883568)
(('metal_scrap', 'parking'), 0.00016515276630883568)
